"date","vaccine_series_completed_percent_population","zip_code"
2021-04-21,0.26,"60609"
2021-01-06,0,"60609"
2021-05-23,0.364,"60609"
2021-03-17,0.082,"60609"
2021-05-10,0.328,"60609"
2021-01-31,0.008,"60609"
2021-01-26,0.006,"60609"
2021-01-03,0,"60609"
2021-01-15,0.003,"60609"
2021-02-09,0.013,"60609"
2021-02-01,0.008,"60609"
2021-03-09,0.061,"60609"
2021-05-08,0.324,"60609"
2021-02-10,0.014,"60609"
2021-03-30,0.115,"60609"
2021-04-03,0.129,"60609"
2021-01-07,0,"60609"
2021-03-03,0.048,"60609"
2021-03-29,0.111,"60609"
2021-02-19,0.026,"60609"
2021-02-05,0.012,"60609"
2020-12-21,0,"60609"
2020-12-15,0,"60609"
2020-12-18,0,"60609"
2021-01-24,0.005,"60609"
2020-12-22,0,"60609"
2021-05-17,0.35,"60609"
2021-03-25,0.099,"60609"
2021-03-31,0.118,"60609"
2021-02-06,0.012,"60609"
2021-01-21,0.005,"60609"
2021-05-09,0.325,"60609"
2021-05-13,0.339,"60609"
2021-04-17,0.231,"60609"
2021-01-25,0.006,"60609"
2021-03-21,0.089,"60609"
2021-02-02,0.009,"60609"
2021-01-13,0.003,"60609"
2021-05-16,0.346,"60609"
2021-01-10,0.001,"60609"
2021-02-08,0.013,"60609"
2021-02-24,0.033,"60609"
2021-02-28,0.041,"60609"
2021-03-08,0.059,"60609"
2021-04-20,0.251,"60609"
2021-03-10,0.065,"60609"
2021-02-18,0.024,"60609"
2021-05-24,0.366,"60609"
2021-03-05,0.054,"60609"
2021-01-05,0,"60609"
2021-04-02,0.126,"60609"
2021-05-03,0.308,"60609"
2021-04-10,0.171,"60609"
2021-04-13,0.192,"60609"
2021-05-06,0.318,"60609"
2021-05-07,0.322,"60609"
2020-12-26,0,"60609"
2021-04-15,0.212,"60609"
2021-01-01,0,"60609"
2021-02-23,0.031,"60609"
2021-02-15,0.02,"60609"
2021-02-25,0.035,"60609"
2021-03-16,0.079,"60609"
2021-03-23,0.093,"60609"
2021-03-06,0.055,"60609"
2021-01-17,0.003,"60609"
2021-02-16,0.021,"60609"
2021-03-22,0.091,"60609"
2020-12-24,0,"60609"
2021-04-25,0.278,"60609"
2021-04-14,0.205,"60609"
2021-04-27,0.29,"60609"
2021-04-19,0.247,"60609"
2021-01-11,0.002,"60609"
2021-03-20,0.088,"60609"
2021-05-20,0.358,"60609"
2021-03-07,0.056,"60609"
2021-04-16,0.225,"60609"
2021-01-28,0.007,"60609"
2021-01-02,0,"60609"
2021-04-30,0.301,"60609"
2021-03-12,0.071,"60609"
2021-01-08,0.001,"60609"
2021-04-07,0.149,"60609"
2021-03-04,0.051,"60609"
2021-01-19,0.004,"60609"
2021-04-12,0.187,"60609"
2021-02-26,0.039,"60609"
2020-12-16,0,"60609"
2021-04-01,0.122,"60609"
2020-12-20,0,"60609"
2021-02-03,0.011,"60609"
2021-01-20,0.005,"60609"
2021-02-04,0.011,"60609"
2021-01-12,0.002,"60609"
2021-03-14,0.073,"60609"
2021-04-26,0.287,"60609"
2021-01-09,0.001,"60609"
2021-05-19,0.356,"60609"
2021-03-13,0.073,"60609"
2020-12-25,0,"60609"
2021-04-29,0.297,"60609"
2020-12-30,0,"60609"
2021-05-01,0.303,"60609"
2021-04-24,0.276,"60609"
2021-03-28,0.107,"60609"
2021-01-27,0.007,"60609"
2021-05-22,0.363,"60609"
2021-04-23,0.274,"60609"
2021-05-14,0.342,"60609"
2021-05-21,0.361,"60609"
2021-02-07,0.012,"60609"
2021-02-12,0.017,"60609"
2021-04-28,0.294,"60609"
2021-02-14,0.019,"60609"
2021-02-20,0.027,"60609"
2021-01-30,0.008,"60609"
2021-01-29,0.007,"60609"
2021-05-18,0.513,"60610"
2021-03-15,0.153,"60610"
2021-05-22,0.524,"60610"
2021-01-30,0.029,"60610"
2021-02-21,0.079,"60610"
2021-05-04,0.439,"60610"
2021-02-17,0.064,"60610"
2021-05-23,0.525,"60610"
2021-04-26,0.38,"60610"
2021-01-11,0.012,"60610"
2021-04-29,0.41,"60610"
2021-01-08,0.007,"60610"
2021-03-18,0.162,"60610"
2021-04-25,0.373,"60610"
2021-03-24,0.172,"60610"
2021-05-24,0.527,"60610"
2021-04-11,0.273,"60610"
2021-02-14,0.057,"60610"
2021-02-22,0.082,"60610"
2020-12-26,0,"60610"
2020-12-17,0,"60610"
2021-03-16,0.158,"60610"
2021-02-06,0.038,"60610"
2021-05-21,0.522,"60610"
2021-03-30,0.195,"60610"
2020-12-24,0,"60610"
2021-01-04,0,"60610"
2021-02-11,0.049,"60610"
2020-12-30,0,"60610"
2020-12-23,0,"60610"
2021-03-12,0.148,"60610"
2021-03-25,0.177,"60610"
2021-01-05,0,"60610"
2020-12-18,0,"60610"
2021-03-08,0.131,"60610"
2021-01-18,0.018,"60610"
2021-02-16,0.06,"60610"
2021-01-03,0,"60610"
2021-05-11,0.473,"60610"
2021-03-06,0.127,"60610"
2021-04-22,0.356,"60610"
2021-03-23,0.17,"60610"
2021-01-02,0,"60610"
2021-03-09,0.137,"60610"
2021-03-29,0.191,"60610"
2021-04-08,0.251,"60610"
2020-12-16,0,"60610"
2021-03-07,0.128,"60610"
2021-03-17,0.16,"60610"
2021-03-26,0.185,"60610"
2021-03-14,0.151,"60610"
2021-01-12,0.014,"60610"
2021-04-07,0.242,"60610"
2021-04-28,0.401,"60610"
2021-02-15,0.059,"60610"
2021-04-09,0.261,"60610"
2021-03-01,0.109,"60610"
2021-01-28,0.028,"60610"
2021-05-16,0.506,"60610"
2021-03-28,0.189,"60610"
2021-04-24,0.371,"60610"
2021-01-10,0.01,"60610"
2021-01-22,0.022,"60610"
2021-03-11,0.144,"60610"
2020-12-21,0,"60610"
2021-02-27,0.106,"60610"
2021-01-29,0.028,"60610"
2021-02-03,0.033,"60610"
2021-01-19,0.019,"60610"
2021-02-24,0.089,"60610"
2021-04-03,0.221,"60610"
2021-02-02,0.032,"60610"
2021-05-25,0.529,"60610"
2021-03-22,0.167,"60610"
2021-04-14,0.297,"60610"
2021-02-10,0.043,"60610"
2020-12-25,0,"60610"
2021-05-09,0.462,"60610"
2021-02-01,0.03,"60610"
2021-04-21,0.348,"60610"
2021-01-26,0.026,"60610"
2020-12-31,0,"60610"
2021-03-10,0.14,"60610"
2021-01-27,0.027,"60610"
2021-01-20,0.021,"60610"
2021-04-20,0.341,"60610"
2021-03-27,0.188,"60610"
2021-01-14,0.016,"60610"
2021-05-17,0.509,"60610"
2020-12-22,0,"60610"
2021-01-17,0.017,"60610"
2021-04-18,0.32,"60610"
2021-01-06,0.001,"60610"
2021-04-27,0.393,"60610"
2020-12-27,0,"60610"
2021-04-12,0.281,"60610"
2020-12-19,0,"60610"
2021-01-24,0.022,"60610"
2021-02-28,0.106,"60610"
2021-03-03,0.117,"60610"
2021-03-21,0.166,"60610"
2021-03-31,0.199,"60610"
2021-05-15,0.502,"60610"
2021-01-07,0.003,"60610"
2021-03-02,0.111,"60610"
2021-05-03,0.431,"60610"
2021-02-23,0.086,"60610"
2021-05-13,0.492,"60610"
2021-04-17,0.316,"60610"
2021-02-13,0.057,"60610"
2021-02-18,0.069,"60610"
2021-04-01,0.206,"60610"
2021-02-08,0.04,"60610"
2021-02-19,0.076,"60610"
2021-01-09,0.009,"60610"
2021-02-09,0.041,"60610"
2021-02-04,0.034,"60610"
2021-03-20,0.166,"60610"
2021-02-12,0.055,"60610"
2021-02-05,0.037,"60610"
2021-03-19,0.164,"60610"
2021-02-25,0.096,"60610"
2021-05-14,0.498,"60610"
2021-05-19,0.516,"60610"
2021-03-04,0.12,"60610"
2021-01-31,0.029,"60610"
2021-01-01,0,"60610"
2021-04-30,0.419,"60610"
2021-04-06,0.234,"60610"
2021-01-25,0.023,"60610"
2021-02-20,0.078,"60610"
2021-04-16,0.311,"60610"
2021-05-12,0.479,"60610"
2020-12-15,0,"60610"
2021-05-06,0.452,"60610"
2021-04-15,0.304,"60610"
2020-12-28,0,"60610"
2021-05-01,0.422,"60610"
2021-04-05,0.227,"60610"
2021-05-05,0.445,"60610"
2021-03-13,0.15,"60610"
2021-04-13,0.29,"60610"
2021-05-02,0.425,"60610"
2021-02-07,0.038,"60610"
2021-03-05,0.126,"60610"
2021-04-04,0.222,"60610"
2021-05-07,0.457,"60610"
2021-05-20,0.518,"60610"
2020-12-20,0,"60610"
2021-04-10,0.27,"60610"
2021-01-21,0.021,"60610"
2021-01-23,0.022,"60610"
2021-02-26,0.104,"60610"
2021-04-02,0.218,"60610"
2020-12-29,0,"60610"
2021-01-16,0.017,"60610"
2021-01-13,0.016,"60610"
2021-04-23,0.365,"60610"
2021-01-15,0.017,"60610"
2021-04-19,0.33,"60610"
2021-05-08,0.46,"60610"
2021-05-10,0.465,"60610"
2021-05-04,0.531,"60611"
2021-02-12,0.13,"60611"
2021-02-17,0.141,"60611"
2021-02-08,0.104,"60611"
2021-03-19,0.271,"60611"
2021-05-12,0.573,"60611"
2021-02-15,0.135,"60611"
2021-02-04,0.089,"60611"
2021-03-21,0.273,"60611"
2021-04-18,0.417,"60611"
2021-05-08,0.554,"60611"
2021-03-12,0.25,"60611"
2021-05-10,0.56,"60611"
2020-12-17,0,"60611"
2021-04-29,0.503,"60611"
2021-05-03,0.524,"60611"
2020-12-28,0,"60611"
2021-04-26,0.474,"60611"
2021-02-01,0.082,"60611"
2021-01-19,0.059,"60611"
2021-03-05,0.223,"60611"
2021-02-05,0.098,"60611"
2021-01-14,0.05,"60611"
2021-03-14,0.253,"60611"
2021-03-09,0.238,"60611"
2021-04-06,0.338,"60611"
2020-12-24,0,"60611"
2020-12-27,0,"60611"
2020-12-25,0,"60611"
2021-01-22,0.062,"60611"
2021-03-04,0.219,"60611"
2021-04-21,0.443,"60611"
2021-01-05,0.001,"60611"
2021-02-22,0.17,"60611"
2021-03-27,0.293,"60611"
2021-04-16,0.409,"60611"
2020-12-30,0,"60611"
2021-04-23,0.459,"60611"
2021-05-17,0.603,"60611"
2021-01-07,0.008,"60611"
2021-02-03,0.088,"60611"
2021-04-13,0.392,"60611"
2021-03-25,0.284,"60611"
2021-05-02,0.517,"60611"
2021-04-11,0.375,"60611"
2021-02-14,0.133,"60611"
2021-03-07,0.226,"60611"
2020-12-16,0,"60611"
2021-02-16,0.137,"60611"
2021-05-18,0.607,"60611"
2021-01-28,0.079,"60611"
2021-01-03,0,"60611"
2021-01-02,0,"60611"
2021-01-23,0.063,"60611"
2021-02-11,0.118,"60611"
2021-03-30,0.299,"60611"
2021-01-17,0.051,"60611"
2021-02-26,0.198,"60611"
2021-01-26,0.074,"60611"
2021-02-02,0.086,"60611"
2021-01-09,0.029,"60611"
2021-05-19,0.61,"60611"
2021-01-10,0.03,"60611"
2021-05-23,0.622,"60611"
2021-05-16,0.6,"60611"
2021-04-19,0.426,"60611"
2021-04-07,0.344,"60611"
2021-02-27,0.2,"60611"
2021-04-09,0.364,"60611"
2021-04-12,0.381,"60611"
2020-12-20,0,"60611"
2020-12-26,0,"60611"
2021-01-08,0.024,"60611"
2021-01-12,0.046,"60611"
2021-04-17,0.414,"60611"
2021-03-24,0.279,"60611"
2021-04-22,0.45,"60611"
2021-03-26,0.291,"60611"
2021-03-01,0.204,"60611"
2021-02-28,0.201,"60611"
2021-02-06,0.099,"60611"
2021-05-14,0.593,"60611"
2021-03-13,0.252,"60611"
2021-04-30,0.511,"60611"
2021-03-31,0.303,"60611"
2021-01-11,0.041,"60611"
2021-01-15,0.05,"60611"
2020-12-19,0,"60611"
2021-05-11,0.566,"60611"
2021-04-08,0.354,"60611"
2021-04-15,0.404,"60611"
2021-04-27,0.487,"60611"
2021-03-11,0.246,"60611"
2021-03-16,0.264,"60611"
2021-05-15,0.597,"60611"
2021-03-15,0.257,"60611"
2021-04-28,0.494,"60611"
2020-12-22,0,"60611"
2021-05-25,0.626,"60611"
2021-04-04,0.326,"60611"
2021-01-29,0.08,"60611"
2021-02-21,0.167,"60611"
2021-03-03,0.215,"60611"
2021-01-20,0.061,"60611"
2021-02-23,0.174,"60611"
2021-01-25,0.064,"60611"
2021-02-24,0.178,"60611"
2021-05-20,0.612,"60611"
2021-04-02,0.321,"60611"
2021-04-01,0.31,"60611"
2021-04-05,0.331,"60611"
2021-01-16,0.05,"60611"
2021-03-29,0.296,"60611"
2021-02-09,0.105,"60611"
2021-05-21,0.619,"60611"
2021-02-13,0.133,"60611"
2021-01-01,0,"60611"
2021-03-23,0.276,"60611"
2021-04-24,0.464,"60611"
2021-05-05,0.536,"60611"
2021-02-07,0.1,"60611"
2020-12-29,0,"60611"
2021-02-20,0.166,"60611"
2020-12-21,0,"60611"
2021-03-28,0.294,"60611"
2021-01-13,0.048,"60611"
2020-12-23,0,"60611"
2021-02-25,0.188,"60611"
2021-03-18,0.268,"60611"
2021-03-20,0.273,"60611"
2021-05-09,0.556,"60611"
2021-01-27,0.076,"60611"
2020-12-31,0,"60611"
2021-03-22,0.275,"60611"
2021-03-17,0.266,"60611"
2021-05-01,0.515,"60611"
2021-01-31,0.081,"60611"
2021-03-10,0.241,"60611"
2021-03-08,0.229,"60611"
2021-05-22,0.621,"60611"
2020-12-15,0,"60611"
2021-01-18,0.056,"60611"
2021-01-06,0.002,"60611"
2021-05-06,0.544,"60611"
2021-04-25,0.467,"60611"
2021-02-10,0.108,"60611"
2021-01-04,0,"60611"
2021-05-13,0.586,"60611"
2021-01-30,0.08,"60611"
2021-04-14,0.397,"60611"
2021-03-06,0.225,"60611"
2021-01-24,0.063,"60611"
2021-05-07,0.55,"60611"
2021-02-18,0.151,"60611"
2021-05-24,0.624,"60611"
2021-01-21,0.061,"60611"
2021-02-19,0.162,"60611"
2021-03-02,0.207,"60611"
2021-04-10,0.371,"60611"
2020-12-18,0,"60611"
2021-04-20,0.437,"60611"
2021-04-03,0.324,"60611"
2021-03-25,0.14,"60612"
2021-04-12,0.21,"60612"
2021-03-20,0.13,"60612"
2021-04-24,0.27,"60612"
2021-02-22,0.066,"60612"
2021-05-23,0.366,"60612"
2021-03-03,0.092,"60612"
2021-02-09,0.041,"60612"
2021-05-15,0.347,"60612"
2021-02-04,0.036,"60612"
2020-12-22,0,"60612"
2020-12-28,0,"60612"
2021-04-10,0.201,"60612"
2021-03-01,0.087,"60612"
2021-01-23,0.023,"60612"
2021-01-05,0,"60612"
2021-04-11,0.204,"60612"
2021-02-25,0.077,"60612"
2021-05-25,0.369,"60612"
2021-01-10,0.006,"60612"
2021-04-09,0.198,"60612"
2021-03-02,0.089,"60612"
2021-01-11,0.009,"60612"
2021-03-12,0.114,"60612"
2021-04-22,0.262,"60612"
2021-05-12,0.335,"60612"
2020-12-29,0,"60612"
2021-04-30,0.294,"60612"
2020-12-25,0,"60612"
2021-03-27,0.146,"60612"
2021-01-18,0.016,"60612"
2021-01-14,0.014,"60612"
2021-01-15,0.015,"60612"
2020-12-24,0,"60612"
2021-05-13,0.34,"60612"
2021-04-17,0.24,"60612"
2021-02-11,0.047,"60612"
2021-03-24,0.136,"60612"
2021-02-02,0.033,"60612"
2021-04-29,0.289,"60612"
2021-02-21,0.064,"60612"
2021-05-02,0.298,"60612"
2021-02-08,0.04,"60612"
2021-05-17,0.353,"60612"
2021-01-29,0.03,"60612"
2021-05-21,0.363,"60612"
2021-04-08,0.192,"60612"
2021-02-19,0.062,"60612"
2021-03-05,0.097,"60612"
2021-01-20,0.021,"60612"
2021-04-26,0.275,"60612"
2021-03-26,0.143,"60612"
2021-03-17,0.123,"60612"
2021-01-07,0.002,"60612"
2021-01-04,0,"60612"
2020-12-21,0,"60612"
2021-03-31,0.156,"60612"
2021-02-15,0.052,"60612"
2021-04-23,0.267,"60612"
2021-01-12,0.011,"60612"
2021-03-10,0.106,"60612"
2021-03-16,0.12,"60612"
2021-05-08,0.322,"60612"
2021-02-24,0.073,"60612"
2021-04-21,0.258,"60612"
2021-03-11,0.109,"60612"
2021-02-17,0.056,"60612"
2021-05-20,0.361,"60612"
2021-01-09,0.006,"60612"
2021-04-18,0.243,"60612"
2021-01-25,0.025,"60612"
2021-05-10,0.325,"60612"
2021-05-03,0.301,"60612"
2021-01-13,0.013,"60612"
2021-04-19,0.248,"60612"
2021-01-01,0,"60612"
2021-03-29,0.149,"60612"
2021-02-01,0.031,"60612"
2020-12-30,0,"60612"
2021-02-26,0.083,"60612"
2021-01-27,0.028,"60612"
2021-02-06,0.039,"60612"
2021-02-28,0.085,"60612"
2021-01-08,0.005,"60612"
2021-03-09,0.104,"60612"
2021-04-20,0.253,"60612"
2021-04-28,0.285,"60612"
2020-12-20,0,"60612"
2021-02-10,0.043,"60612"
2021-04-06,0.179,"60612"
2021-02-23,0.069,"60612"
2021-05-06,0.314,"60612"
2020-12-23,0,"60612"
2021-01-02,0,"60612"
2021-02-14,0.051,"60612"
2021-01-03,0,"60612"
2021-04-13,0.217,"60612"
2020-12-31,0,"60612"
2021-02-13,0.051,"60612"
2020-12-17,0,"60612"
2021-02-27,0.084,"60612"
2021-01-17,0.015,"60612"
2021-01-30,0.031,"60612"
2021-04-16,0.237,"60612"
2020-12-16,0,"60612"
2021-05-11,0.33,"60612"
2021-05-09,0.322,"60612"
2020-12-15,0,"60612"
2021-05-14,0.344,"60612"
2021-04-02,0.165,"60612"
2021-03-28,0.146,"60612"
2021-03-08,0.102,"60612"
2021-03-13,0.116,"60612"
2020-12-27,0,"60612"
2021-03-04,0.095,"60612"
2021-03-30,0.153,"60612"
2021-02-03,0.035,"60612"
2021-04-15,0.23,"60612"
2021-03-18,0.126,"60612"
2021-03-07,0.099,"60612"
2021-02-20,0.064,"60612"
2021-01-22,0.023,"60612"
2021-04-27,0.281,"60612"
2021-05-22,0.365,"60612"
2021-04-07,0.185,"60612"
2021-02-05,0.038,"60612"
2021-03-06,0.098,"60612"
2020-12-26,0,"60612"
2021-04-14,0.222,"60612"
2021-01-19,0.018,"60612"
2021-04-25,0.27,"60612"
2021-01-21,0.022,"60612"
2021-05-16,0.35,"60612"
2021-03-22,0.132,"60612"
2021-01-26,0.027,"60612"
2021-01-31,0.031,"60612"
2021-05-19,0.359,"60612"
2021-01-28,0.029,"60612"
2021-05-05,0.31,"60612"
2021-01-24,0.023,"60612"
2021-02-12,0.05,"60612"
2021-02-07,0.039,"60612"
2021-05-18,0.356,"60612"
2021-02-18,0.06,"60612"
2021-04-01,0.16,"60612"
2021-03-15,0.118,"60612"
2021-03-14,0.116,"60612"
2021-05-01,0.297,"60612"
2020-12-18,0,"60612"
2021-04-05,0.174,"60612"
2021-03-19,0.129,"60612"
2021-05-04,0.305,"60612"
2020-12-19,0,"60612"
2021-04-03,0.168,"60612"
2021-03-21,0.13,"60612"
2021-02-16,0.052,"60612"
2021-05-24,0.367,"60612"
2021-04-04,0.169,"60612"
2021-01-06,0.001,"60612"
2021-05-07,0.318,"60612"
2021-03-23,0.134,"60612"
2021-01-16,0.015,"60612"
2021-01-15,0.016,"60613"
2021-04-01,0.202,"60613"
2021-01-01,0,"60613"
2021-02-03,0.035,"60613"
2020-12-19,0,"60613"
2021-05-06,0.493,"60613"
2021-01-06,0.001,"60613"
2021-03-21,0.163,"60613"
2021-03-18,0.156,"60613"
2021-04-14,0.3,"60613"
2020-12-23,0,"60613"
2021-03-06,0.118,"60613"
2021-03-31,0.196,"60613"
2021-01-10,0.009,"60613"
2021-05-02,0.464,"60613"
2021-05-07,0.5,"60613"
2020-12-18,0,"60613"
2021-03-23,0.167,"60613"
2021-05-19,0.569,"60613"
2021-02-04,0.037,"60613"
2021-02-16,0.061,"60613"
2021-02-18,0.067,"60613"
2021-03-22,0.165,"60613"
2021-02-25,0.091,"60613"
2020-12-30,0,"60613"
2021-04-28,0.435,"60613"
2021-05-17,0.561,"60613"
2021-05-03,0.47,"60613"
2021-01-19,0.019,"60613"
2020-12-27,0,"60613"
2020-12-29,0,"60613"
2021-01-13,0.015,"60613"
2020-12-20,0,"60613"
2021-03-07,0.119,"60613"
2021-04-05,0.222,"60613"
2021-02-06,0.04,"60613"
2021-01-18,0.018,"60613"
2021-03-10,0.129,"60613"
2021-02-13,0.058,"60613"
2020-12-21,0,"60613"
2021-04-06,0.231,"60613"
2020-12-31,0,"60613"
2021-04-12,0.282,"60613"
2021-04-02,0.21,"60613"
2021-01-04,0,"60613"
2021-03-11,0.134,"60613"
2021-02-09,0.047,"60613"
2021-03-26,0.179,"60613"
2021-01-25,0.024,"60613"
2021-02-10,0.049,"60613"
2021-04-23,0.386,"60613"
2021-03-03,0.109,"60613"
2021-02-23,0.082,"60613"
2021-04-24,0.396,"60613"
2021-01-11,0.011,"60613"
2021-01-23,0.022,"60613"
2021-02-17,0.063,"60613"
2021-04-15,0.31,"60613"
2021-04-21,0.366,"60613"
2021-01-21,0.022,"60613"
2021-02-02,0.034,"60613"
2021-03-08,0.121,"60613"
2021-02-26,0.096,"60613"
2021-01-12,0.014,"60613"
2021-01-29,0.03,"60613"
2021-05-11,0.519,"60613"
2021-03-17,0.153,"60613"
2021-05-23,0.578,"60613"
2021-03-27,0.182,"60613"
2021-05-08,0.506,"60613"
2021-04-13,0.292,"60613"
2021-05-16,0.555,"60613"
2021-01-27,0.028,"60613"
2021-02-24,0.086,"60613"
2021-05-01,0.46,"60613"
2020-12-28,0,"60613"
2021-03-25,0.174,"60613"
2021-05-21,0.575,"60613"
2020-12-24,0,"60613"
2021-03-16,0.15,"60613"
2021-03-04,0.112,"60613"
2021-04-16,0.321,"60613"
2021-03-29,0.187,"60613"
2021-02-15,0.059,"60613"
2021-04-11,0.273,"60613"
2021-02-01,0.031,"60613"
2021-01-30,0.03,"60613"
2021-01-31,0.03,"60613"
2021-04-10,0.268,"60613"
2021-01-20,0.021,"60613"
2021-02-21,0.074,"60613"
2021-02-11,0.053,"60613"
2021-05-10,0.51,"60613"
2021-04-26,0.408,"60613"
2021-03-20,0.162,"60613"
2021-01-17,0.017,"60613"
2021-04-03,0.214,"60613"
2021-04-27,0.424,"60613"
2021-03-13,0.142,"60613"
2021-03-14,0.144,"60613"
2021-01-07,0.003,"60613"
2021-04-20,0.356,"60613"
2021-04-30,0.456,"60613"
2021-02-08,0.043,"60613"
2021-03-12,0.139,"60613"
2021-03-30,0.191,"60613"
2021-03-09,0.126,"60613"
2021-03-01,0.102,"60613"
2021-02-12,0.056,"60613"
2021-05-12,0.526,"60613"
2021-01-02,0,"60613"
2021-03-24,0.17,"60613"
2020-12-26,0,"60613"
2020-12-15,0,"60613"
2021-05-20,0.571,"60613"
2021-05-15,0.553,"60613"
2021-03-15,0.146,"60613"
2021-01-03,0,"60613"
2021-05-04,0.479,"60613"
2021-05-05,0.486,"60613"
2021-04-22,0.376,"60613"
2021-02-14,0.058,"60613"
2021-03-02,0.105,"60613"
2021-03-19,0.159,"60613"
2021-02-22,0.078,"60613"
2021-05-25,0.583,"60613"
2021-05-22,0.577,"60613"
2021-01-26,0.026,"60613"
2021-01-14,0.016,"60613"
2021-04-18,0.333,"60613"
2021-04-09,0.261,"60613"
2020-12-22,0,"60613"
2021-01-24,0.023,"60613"
2021-04-07,0.24,"60613"
2021-02-20,0.073,"60613"
2021-02-05,0.039,"60613"
2021-01-05,0,"60613"
2021-02-19,0.071,"60613"
2021-05-09,0.507,"60613"
2020-12-16,0,"60613"
2021-01-09,0.008,"60613"
2021-05-14,0.545,"60613"
2021-04-08,0.25,"60613"
2021-05-18,0.565,"60613"
2021-01-22,0.022,"60613"
2021-03-28,0.184,"60613"
2021-04-29,0.446,"60613"
2021-02-07,0.04,"60613"
2021-05-13,0.538,"60613"
2021-04-19,0.344,"60613"
2021-01-08,0.007,"60613"
2021-02-27,0.099,"60613"
2021-02-28,0.1,"60613"
2021-05-24,0.58,"60613"
2020-12-17,0,"60613"
2021-04-25,0.399,"60613"
2021-03-05,0.116,"60613"
2021-01-28,0.029,"60613"
2021-01-16,0.016,"60613"
2021-04-17,0.328,"60613"
2020-12-25,0,"60613"
2021-04-04,0.216,"60613"
2020-12-30,0,"60614"
2021-02-25,0.094,"60614"
2021-04-24,0.363,"60614"
2021-02-12,0.055,"60614"
2021-03-18,0.152,"60614"
2021-02-19,0.074,"60614"
2021-02-15,0.06,"60614"
2021-04-27,0.389,"60614"
2021-03-21,0.157,"60614"
2021-04-14,0.281,"60614"
2021-02-13,0.056,"60614"
2021-01-14,0.018,"60614"
2021-05-25,0.52,"60614"
2021-01-27,0.029,"60614"
2021-01-18,0.02,"60614"
2021-04-03,0.203,"60614"
2020-12-29,0,"60614"
2021-01-30,0.031,"60614"
2021-03-28,0.175,"60614"
2021-05-20,0.511,"60614"
2021-03-15,0.144,"60614"
2021-05-11,0.467,"60614"
2021-05-10,0.46,"60614"
2021-02-21,0.077,"60614"
2021-03-13,0.14,"60614"
2021-01-03,0,"60614"
2021-04-28,0.397,"60614"
2021-05-16,0.499,"60614"
2021-01-23,0.025,"60614"
2021-03-01,0.106,"60614"
2020-12-16,0,"60614"
2021-01-13,0.018,"60614"
2020-12-28,0,"60614"
2021-03-14,0.142,"60614"
2021-05-23,0.516,"60614"
2021-05-05,0.441,"60614"
2021-03-11,0.133,"60614"
2021-02-01,0.033,"60614"
2021-03-17,0.15,"60614"
2021-04-23,0.358,"60614"
2021-01-17,0.019,"60614"
2021-02-05,0.038,"60614"
2021-01-10,0.011,"60614"
2021-04-21,0.341,"60614"
2021-01-24,0.025,"60614"
2021-03-24,0.164,"60614"
2021-01-05,0,"60614"
2021-01-07,0.004,"60614"
2021-02-10,0.045,"60614"
2021-05-12,0.473,"60614"
2021-05-07,0.452,"60614"
2021-03-26,0.172,"60614"
2021-01-25,0.026,"60614"
2021-02-24,0.089,"60614"
2021-04-15,0.29,"60614"
2021-04-29,0.406,"60614"
2021-05-19,0.509,"60614"
2021-01-20,0.023,"60614"
2021-05-17,0.503,"60614"
2021-02-04,0.036,"60614"
2021-02-09,0.043,"60614"
2021-04-12,0.264,"60614"
2021-03-20,0.157,"60614"
2021-01-19,0.022,"60614"
2020-12-24,0,"60614"
2021-03-29,0.178,"60614"
2020-12-18,0,"60614"
2021-02-20,0.076,"60614"
2021-03-02,0.108,"60614"
2021-04-30,0.415,"60614"
2021-03-07,0.12,"60614"
2021-04-09,0.245,"60614"
2021-02-17,0.065,"60614"
2021-05-22,0.515,"60614"
2021-02-08,0.041,"60614"
2021-04-08,0.236,"60614"
2021-01-12,0.016,"60614"
2021-05-06,0.447,"60614"
2021-03-27,0.174,"60614"
2020-12-17,0,"60614"
2021-01-15,0.018,"60614"
2021-04-20,0.332,"60614"
2021-02-06,0.039,"60614"
2021-01-06,0.001,"60614"
2021-03-19,0.155,"60614"
2021-02-27,0.102,"60614"
2021-04-11,0.256,"60614"
2021-01-26,0.028,"60614"
2021-01-02,0,"60614"
2021-04-02,0.2,"60614"
2021-02-28,0.103,"60614"
2021-03-30,0.181,"60614"
2021-03-09,0.126,"60614"
2021-04-07,0.226,"60614"
2021-04-25,0.366,"60614"
2021-03-23,0.161,"60614"
2021-04-18,0.309,"60614"
2021-01-08,0.008,"60614"
2021-03-04,0.115,"60614"
2021-05-21,0.514,"60614"
2021-02-22,0.081,"60614"
2021-05-04,0.436,"60614"
2021-04-04,0.205,"60614"
2021-04-05,0.21,"60614"
2020-12-25,0,"60614"
2021-05-14,0.492,"60614"
2021-03-22,0.159,"60614"
2020-12-22,0,"60614"
2021-05-08,0.456,"60614"
2020-12-23,0,"60614"
2021-02-26,0.1,"60614"
2021-03-05,0.118,"60614"
2021-05-15,0.497,"60614"
2021-04-22,0.35,"60614"
2021-05-01,0.418,"60614"
2021-03-06,0.119,"60614"
2020-12-31,0,"60614"
2021-03-31,0.186,"60614"
2021-01-28,0.03,"60614"
2021-01-31,0.032,"60614"
2021-04-06,0.218,"60614"
2020-12-21,0,"60614"
