"date","vaccine_series_completed_percent_population","zip_code"
2021-02-04,0.032,"60631"
2021-03-13,0.185,"60631"
2021-05-06,0.445,"60631"
2021-01-29,0.021,"60631"
2021-05-05,0.441,"60631"
2021-01-16,0.012,"60631"
2021-01-06,0.001,"60631"
2021-04-17,0.347,"60631"
2021-01-04,0,"60631"
2021-03-12,0.179,"60631"
2021-05-08,0.452,"60631"
2021-05-04,0.437,"60631"
2021-03-03,0.121,"60631"
2020-12-28,0,"60631"
2021-02-12,0.049,"60631"
2021-05-19,0.482,"60631"
2020-12-23,0,"60631"
2021-03-19,0.209,"60631"
2021-04-19,0.358,"60631"
2021-04-10,0.304,"60631"
2021-04-21,0.383,"60631"
2021-05-07,0.449,"60631"
2021-01-23,0.016,"60631"
2021-03-27,0.232,"60631"
2021-01-10,0.008,"60631"
2021-02-18,0.066,"60631"
2020-12-19,0,"60631"
2021-01-02,0,"60631"
2021-03-02,0.116,"60631"
2021-04-07,0.282,"60631"
2021-02-02,0.028,"60631"
2021-02-23,0.084,"60631"
2021-05-21,0.49,"60631"
2021-03-16,0.195,"60631"
2021-05-02,0.428,"60631"
2021-04-13,0.324,"60631"
2021-03-26,0.229,"60631"
2021-05-15,0.472,"60631"
2021-02-07,0.037,"60631"
2021-01-17,0.012,"60631"
2021-01-09,0.008,"60631"
2021-01-11,0.009,"60631"
2021-05-20,0.486,"60631"
2021-01-07,0.003,"60631"
2021-03-28,0.233,"60631"
2020-12-21,0,"60631"
2021-05-18,0.479,"60631"
2021-02-09,0.041,"60631"
2021-02-14,0.053,"60631"
2021-02-26,0.102,"60631"
2021-02-01,0.027,"60631"
2021-03-24,0.22,"60631"
2021-01-27,0.019,"60631"
2021-01-19,0.013,"60631"
2020-12-29,0,"60631"
2021-04-29,0.42,"60631"
2021-01-14,0.011,"60631"
2021-04-03,0.261,"60631"
2021-04-26,0.403,"60631"
2021-04-25,0.398,"60631"
2021-01-18,0.012,"60631"
2021-01-21,0.003,"60632"
2021-01-13,0.002,"60632"
2021-03-21,0.098,"60632"
2021-02-12,0.013,"60632"
2021-04-24,0.304,"60632"
2021-04-28,0.321,"60632"
2021-04-06,0.177,"60632"
2021-01-29,0.006,"60632"
2021-01-08,0.001,"60632"
2021-03-16,0.085,"60632"
2021-01-09,0.001,"60632"
2021-01-30,0.006,"60632"
2021-03-14,0.077,"60632"
2021-02-09,0.01,"60632"
2021-04-08,0.191,"60632"
2021-02-15,0.014,"60632"
2021-03-03,0.043,"60632"
2021-04-27,0.315,"60632"
2021-03-15,0.081,"60632"
2021-05-19,0.405,"60632"
2020-12-18,0,"60632"
2021-02-01,0.007,"60632"
2021-04-01,0.153,"60632"
2021-03-28,0.132,"60632"
2021-05-25,0.423,"60632"
2021-05-16,0.391,"60632"
2021-03-04,0.046,"60632"
2021-01-19,0.003,"60632"
2021-01-23,0.004,"60632"
2021-03-11,0.069,"60632"
2021-02-25,0.029,"60632"
2021-02-13,0.013,"60632"
2021-02-10,0.011,"60632"
2021-05-03,0.342,"60632"
2021-03-06,0.053,"60632"
2021-01-17,0.002,"60632"
2021-03-19,0.094,"60632"
2021-03-12,0.074,"60632"
2021-04-16,0.254,"60632"
2021-02-02,0.007,"60632"
2021-01-12,0.001,"60632"
2021-01-07,0,"60632"
2021-04-13,0.223,"60632"
2021-01-31,0.006,"60632"
2021-04-02,0.159,"60632"
2021-04-21,0.289,"60632"
2021-01-24,0.004,"60632"
2021-01-01,0,"60632"
2021-03-26,0.124,"60632"
2021-02-20,0.02,"60632"
2021-02-11,0.012,"60632"
2020-12-29,0,"60632"
2021-03-13,0.076,"60632"
2021-04-23,0.3,"60632"
2020-12-16,0,"60632"
2021-04-12,0.216,"60632"
2020-12-28,0,"60632"
2021-05-04,0.347,"60632"
2021-05-11,0.373,"60632"
2021-02-03,0.008,"60632"
2021-03-02,0.039,"60632"
2021-01-15,0.002,"60632"
2021-05-08,0.365,"60632"
2021-04-07,0.184,"60632"
2021-02-16,0.014,"60632"
2021-02-26,0.032,"60632"
2021-04-19,0.278,"60632"
2021-02-27,0.033,"60632"
2021-03-29,0.136,"60632"
2021-05-12,0.378,"60632"
2021-05-15,0.39,"60632"
2021-01-05,0,"60632"
2021-03-25,0.117,"60632"
2020-12-31,0,"60632"
2021-03-07,0.053,"60632"
2021-01-10,0.001,"60632"
2020-12-25,0,"60632"
2021-02-18,0.017,"60632"
2021-04-14,0.233,"60632"
2021-05-09,0.365,"60632"
2020-12-15,0,"60632"
2021-03-08,0.057,"60632"
2021-03-23,0.106,"60632"
2021-05-07,0.361,"60632"
2021-03-09,0.061,"60632"
2021-02-14,0.013,"60632"
2021-05-24,0.42,"60632"
2021-05-01,0.336,"60632"
2021-05-21,0.413,"60632"
2021-03-10,0.065,"60632"
2020-12-23,0,"60632"
2021-01-02,0,"60632"
2021-04-09,0.198,"60632"
2021-02-19,0.019,"60632"
2021-02-24,0.026,"60632"
2021-03-24,0.111,"60632"
2021-01-28,0.006,"60632"
2021-04-22,0.295,"60632"
2021-05-20,0.409,"60632"
2021-01-06,0,"60632"
2021-02-21,0.02,"60632"
2020-12-27,0,"60632"
2021-01-20,0.003,"60632"
2021-05-18,0.401,"60632"
2021-05-10,0.369,"60632"
2020-12-20,0,"60632"
2021-03-31,0.148,"60632"
2020-12-24,0,"60632"
2020-12-30,0,"60632"
2021-01-03,0,"60632"
2021-02-17,0.016,"60632"
2021-02-07,0.009,"60632"
2021-05-22,0.416,"60632"
2021-02-08,0.01,"60632"
2021-05-06,0.356,"60632"
2021-04-04,0.164,"60632"
2021-04-05,0.17,"60632"
2020-12-26,0,"60632"
2021-04-30,0.333,"60632"
2021-03-17,0.087,"60632"
2021-05-13,0.383,"60632"
2021-02-22,0.022,"60632"
2021-05-23,0.417,"60632"
2021-02-05,0.009,"60632"
2021-04-18,0.269,"60632"
2021-01-04,0,"60632"
2021-03-18,0.091,"60632"
2021-02-06,0.009,"60632"
2021-04-15,0.244,"60632"
2021-04-17,0.264,"60632"
2020-12-21,0,"60632"
2021-01-18,0.002,"60632"
2021-03-27,0.131,"60632"
2021-04-20,0.283,"60632"
2021-03-22,0.102,"60632"
2021-05-02,0.337,"60632"
2021-01-22,0.004,"60632"
2021-01-14,0.002,"60632"
2021-04-03,0.163,"60632"
2021-01-27,0.005,"60632"
2021-02-28,0.034,"60632"
2021-01-16,0.002,"60632"
2021-01-25,0.004,"60632"
2021-01-11,0.001,"60632"
2020-12-22,0,"60632"
2021-05-17,0.396,"60632"
2021-01-26,0.004,"60632"
2021-02-04,0.008,"60632"
2021-04-25,0.305,"60632"
2021-03-30,0.143,"60632"
2021-03-05,0.05,"60632"
2021-05-05,0.351,"60632"
2021-04-11,0.209,"60632"
2021-03-20,0.098,"60632"
2021-04-10,0.205,"60632"
2021-04-26,0.31,"60632"
2021-04-29,0.327,"60632"
2020-12-19,0,"60632"
2021-02-23,0.024,"60632"
2021-03-01,0.036,"60632"
2020-12-17,0,"60632"
2021-05-14,0.386,"60632"
2021-03-17,0.071,"60633"
2021-02-03,0.007,"60633"
2021-04-02,0.104,"60633"
2021-04-03,0.107,"60633"
2021-03-01,0.037,"60633"
2021-04-10,0.134,"60633"
2021-03-28,0.089,"60633"
2021-02-20,0.023,"60633"
2021-02-27,0.033,"60633"
2020-12-30,0,"60633"
2021-05-03,0.208,"60633"
2021-04-20,0.17,"60633"
2021-04-01,0.099,"60633"
2021-03-05,0.046,"60633"
2021-04-07,0.121,"60633"
2021-05-05,0.215,"60633"
2021-03-23,0.079,"60633"
2021-02-21,0.023,"60633"
2021-01-04,0,"60633"
2021-01-11,0.001,"60633"
2021-03-13,0.062,"60633"
2021-04-18,0.164,"60633"
2020-12-20,0,"60633"
2020-12-24,0,"60633"
2021-04-05,0.112,"60633"
2021-01-31,0.006,"60633"
2021-01-23,0.004,"60633"
2021-02-14,0.015,"60633"
2020-12-25,0,"60633"
2021-01-24,0.004,"60633"
2021-05-14,0.241,"60633"
2021-01-01,0,"60633"
2021-03-25,0.084,"60633"
2021-02-02,0.007,"60633"
2020-12-18,0,"60633"
2021-05-06,0.217,"60633"
2020-12-16,0,"60633"
2021-05-21,0.256,"60633"
2021-05-01,0.203,"60633"
2021-01-10,0.001,"60633"
2021-04-16,0.16,"60633"
2021-01-25,0.004,"60633"
2021-04-09,0.129,"60633"
2021-04-17,0.163,"60633"
2021-02-15,0.015,"60633"
2021-04-19,0.167,"60633"
2021-01-26,0.005,"60633"
2021-03-24,0.081,"60633"
2021-05-12,0.236,"60633"
2021-04-08,0.125,"60633"
2021-01-12,0.001,"60633"
2021-05-15,0.244,"60633"
2021-01-28,0.006,"60633"
2020-12-31,0,"60633"
2021-01-29,0.006,"60633"
2021-04-28,0.194,"60633"
2021-04-26,0.187,"60633"
2021-04-11,0.135,"60633"
2021-02-04,0.008,"60633"
2021-02-23,0.026,"60633"
2020-12-26,0,"60633"
2021-04-12,0.139,"60633"
2021-02-05,0.009,"60633"
2021-01-05,0,"60633"
2021-05-16,0.244,"60633"
2021-03-11,0.057,"60633"
2021-05-19,0.252,"60633"
2021-01-18,0.002,"60633"
2021-03-22,0.078,"60633"
2021-01-19,0.003,"60633"
2021-05-22,0.258,"60633"
2020-12-22,0,"60633"
2021-03-19,0.075,"60633"
2021-03-21,0.076,"60633"
2021-02-28,0.034,"60633"
2021-04-13,0.146,"60633"
2021-01-03,0,"60633"
2021-04-15,0.156,"60633"
2021-02-09,0.01,"60633"
2021-01-30,0.006,"60633"
2021-02-16,0.016,"60633"
2021-04-23,0.179,"60633"
2021-04-30,0.2,"60633"
2021-02-08,0.009,"60633"
2021-01-13,0.002,"60633"
2021-02-07,0.009,"60633"
2021-01-20,0.003,"60633"
2021-04-29,0.197,"60633"
2021-05-09,0.227,"60633"
2021-02-17,0.017,"60633"
2021-04-24,0.182,"60633"
2021-02-01,0.006,"60633"
2021-02-18,0.019,"60633"
2020-12-17,0,"60633"
2020-12-19,0,"60633"
2021-04-21,0.173,"60633"
2021-03-15,0.066,"60633"
2021-02-24,0.027,"60633"
2021-01-17,0.002,"60633"
2021-01-14,0.002,"60633"
2021-03-09,0.053,"60633"
2021-02-22,0.024,"60633"
2020-12-27,0,"60633"
2021-01-27,0.005,"60633"
2021-01-06,0,"60633"
2021-02-10,0.011,"60633"
2021-03-06,0.048,"60633"
2021-01-16,0.002,"60633"
2021-05-25,0.262,"60633"
2021-03-26,0.087,"60633"
2021-01-21,0.003,"60633"
2021-05-04,0.211,"60633"
2021-01-15,0.002,"60633"
2021-01-09,0.001,"60633"
2021-03-27,0.088,"60633"
2021-01-02,0,"60633"
2020-12-15,0,"60633"
2021-01-22,0.004,"60633"
2021-05-18,0.25,"60633"
2021-02-19,0.021,"60633"
2021-01-08,0.001,"60633"
2021-03-10,0.055,"60633"
2021-02-11,0.013,"60633"
2021-02-12,0.014,"60633"
2021-05-02,0.204,"60633"
2020-12-28,0,"60633"
2021-03-04,0.044,"60633"
2021-05-08,0.226,"60633"
2021-02-13,0.015,"60633"
2021-02-06,0.009,"60633"
2021-03-07,0.049,"60633"
2020-12-23,0,"60633"
2021-03-29,0.091,"60633"
2021-04-06,0.115,"60633"
2021-04-14,0.15,"60633"
2021-05-17,0.247,"60633"
2021-03-08,0.051,"60633"
2021-04-04,0.108,"60633"
2021-01-07,0.001,"60633"
2021-03-02,0.039,"60633"
2021-02-26,0.032,"60633"
2021-03-12,0.06,"60633"
2021-05-10,0.232,"60633"
2021-05-13,0.238,"60633"
2021-05-20,0.254,"60633"
2021-05-11,0.234,"60633"
2021-04-27,0.19,"60633"
2021-03-30,0.094,"60633"
2021-03-14,0.064,"60633"
2021-03-16,0.068,"60633"
2020-12-21,0,"60633"
2020-12-29,0,"60633"
2021-03-20,0.076,"60633"
2021-05-24,0.26,"60633"
2021-04-22,0.176,"60633"
2021-05-23,0.258,"60633"
2021-03-31,0.096,"60633"
2021-04-25,0.183,"60633"
2021-02-25,0.029,"60633"
2021-05-07,0.221,"60633"
2021-03-18,0.073,"60633"
2021-03-03,0.041,"60633"
2021-04-14,0.241,"60634"
2021-04-11,0.225,"60634"
2021-05-25,0.411,"60634"
2021-02-15,0.032,"60634"
2021-04-06,0.197,"60634"
2021-05-23,0.406,"60634"
2021-04-12,0.23,"60634"
2021-04-25,0.291,"60634"
2021-02-02,0.016,"60634"
2021-05-06,0.343,"60634"
2021-03-07,0.081,"60634"
2021-03-11,0.097,"60634"
2021-04-18,0.257,"60634"
2021-04-21,0.275,"60634"
2021-03-27,0.152,"60634"
2021-02-21,0.042,"60634"
2021-04-01,0.17,"60634"
2021-05-15,0.381,"60634"
2021-02-23,0.047,"60634"
2021-05-16,0.383,"60634"
2021-01-27,0.011,"60634"
2021-03-10,0.092,"60634"
2021-03-31,0.166,"60634"
2021-02-06,0.022,"60634"
2021-04-30,0.317,"60634"
2021-01-10,0.003,"60634"
2021-03-18,0.122,"60634"
2021-04-08,0.21,"60634"
2021-05-17,0.387,"60634"
2021-01-02,0,"60634"
2021-05-11,0.361,"60634"
2021-03-15,0.113,"60634"
2021-02-28,0.06,"60634"
2021-03-08,0.084,"60634"
2021-03-22,0.132,"60634"
2021-01-17,0.006,"60634"
2020-12-21,0,"60634"
2021-02-20,0.042,"60634"
2021-04-04,0.187,"60634"
2021-03-23,0.135,"60634"
2021-01-19,0.007,"60634"
2021-04-16,0.251,"60634"
2021-04-23,0.285,"60634"
2021-01-12,0.005,"60634"
2021-01-18,0.006,"60634"
2021-02-12,0.029,"60634"
2021-04-22,0.28,"60634"
2020-12-15,0,"60634"
2021-01-05,0,"60634"
2021-01-24,0.009,"60634"
2021-03-04,0.072,"60634"
2020-12-16,0,"60634"
2021-05-12,0.366,"60634"
2021-04-27,0.301,"60634"
2021-01-03,0,"60634"
2021-04-29,0.312,"60634"
2021-02-13,0.031,"60634"
2021-05-09,0.352,"60634"
2021-01-08,0.003,"60634"
2021-05-22,0.405,"60634"
2021-02-14,0.032,"60634"
2021-02-22,0.044,"60634"
2020-12-24,0,"60634"
2021-03-14,0.111,"60634"
2021-01-04,0,"60634"
2021-03-30,0.161,"60634"
2021-01-28,0.012,"60634"
2021-01-22,0.009,"60634"
2021-04-24,0.29,"60634"
2021-01-26,0.011,"60634"
2021-02-04,0.018,"60634"
2021-02-25,0.053,"60634"
2021-04-20,0.269,"60634"
2021-03-28,0.155,"60634"
2021-01-21,0.009,"60634"
2021-02-19,0.041,"60634"
2021-03-25,0.142,"60634"
2021-01-09,0.003,"60634"
2021-04-10,0.223,"60634"
2021-05-24,0.408,"60634"
2021-04-07,0.203,"60634"
2021-02-16,0.033,"60634"
2021-01-15,0.006,"60634"
2021-03-02,0.065,"60634"
2021-04-15,0.246,"60634"
2021-02-01,0.015,"60634"
2020-12-23,0,"60634"
2021-01-13,0.006,"60634"
2021-04-26,0.296,"60634"
2021-03-12,0.103,"60634"
2021-01-14,0.006,"60634"
2021-03-20,0.128,"60634"
2020-12-29,0,"60634"
2021-04-28,0.307,"60634"
2021-02-05,0.021,"60634"
2021-05-07,0.347,"60634"
2021-02-26,0.056,"60634"
2021-02-07,0.022,"60634"
2021-04-17,0.256,"60634"
2020-12-25,0,"60634"
2021-05-10,0.356,"60634"
2021-05-14,0.375,"60634"
2021-04-05,0.191,"60634"
2021-02-03,0.017,"60634"
2021-03-05,0.076,"60634"
2021-03-21,0.13,"60634"
2021-02-09,0.024,"60634"
2021-01-16,0.006,"60634"
2021-02-27,0.059,"60634"
2021-03-16,0.116,"60634"
2020-12-30,0,"60634"
2020-12-17,0,"60634"
2021-02-11,0.028,"60634"
2021-01-30,0.014,"60634"
2021-04-03,0.183,"60634"
2021-05-05,0.338,"60634"
2021-01-29,0.013,"60634"
2021-05-02,0.323,"60634"
2021-01-07,0.001,"60634"
2021-04-19,0.263,"60634"
2021-03-06,0.08,"60634"
2021-01-01,0,"60634"
2021-05-19,0.394,"60634"
2020-12-26,0,"60634"
2021-04-02,0.176,"60634"
2021-03-17,0.119,"60634"
2021-03-09,0.088,"60634"
2020-12-20,0,"60634"
2020-12-28,0,"60634"
2020-12-19,0,"60634"
2021-05-03,0.328,"60634"
2021-03-13,0.109,"60634"
2021-05-20,0.397,"60634"
2021-04-13,0.235,"60634"
2021-02-18,0.038,"60634"
2021-01-20,0.008,"60634"
2021-05-01,0.322,"60634"
2021-03-03,0.069,"60634"
2021-02-17,0.035,"60634"
2020-12-31,0,"60634"
2021-02-10,0.026,"60634"
2021-01-11,0.004,"60634"
2020-12-18,0,"60634"
2021-02-24,0.049,"60634"
2021-05-04,0.333,"60634"
2021-01-23,0.009,"60634"
2021-03-01,0.062,"60634"
2021-05-18,0.39,"60634"
2021-01-25,0.01,"60634"
2021-05-13,0.371,"60634"
2021-03-29,0.157,"60634"
2021-01-06,0,"60634"
2021-04-09,0.216,"60634"
2021-03-19,0.125,"60634"
2020-12-22,0,"60634"
2021-05-08,0.351,"60634"
2021-03-24,0.139,"60634"
2021-05-21,0.401,"60634"
2020-12-27,0,"60634"
2021-03-26,0.147,"60634"
2021-02-08,0.023,"60634"
2021-01-31,0.014,"60634"
2021-04-23,0.188,"60636"
2021-01-09,0,"60636"
2021-02-22,0.019,"60636"
2021-04-11,0.134,"60636"
2021-01-11,0,"60636"
2021-02-01,0.004,"60636"
2021-04-01,0.094,"60636"
2020-12-19,0,"60636"
2021-02-26,0.026,"60636"
2021-04-13,0.143,"60636"
2021-04-09,0.129,"60636"
2021-01-27,0.004,"60636"
2021-04-26,0.193,"60636"
2021-01-12,0.001,"60636"
2020-12-22,0,"60636"
2021-01-25,0.003,"60636"
2021-01-17,0.001,"60636"
2021-02-24,0.022,"60636"
2021-05-22,0.268,"60636"
2021-03-15,0.054,"60636"
2021-04-18,0.167,"60636"
2020-12-28,0,"60636"
2021-01-03,0,"60636"
2021-02-16,0.012,"60636"
2021-01-15,0.001,"60636"
2021-02-20,0.018,"60636"
2021-05-16,0.25,"60636"
2021-05-01,0.21,"60636"
2021-05-12,0.239,"60636"
2020-12-23,0,"60636"
2021-01-28,0.004,"60636"
2021-02-25,0.024,"60636"
2020-12-24,0,"60636"
2021-04-14,0.149,"60636"
2021-04-21,0.179,"60636"
2020-12-25,0,"60636"
2021-04-30,0.206,"60636"
2021-04-24,0.19,"60636"
2021-04-22,0.183,"60636"
2021-02-15,0.011,"60636"
2021-02-13,0.01,"60636"
2021-03-29,0.082,"60636"
2021-01-24,0.002,"60636"
2021-04-17,0.166,"60636"
2021-01-06,0,"60636"
2021-03-22,0.066,"60636"
2020-12-15,0,"60636"
2021-04-10,0.132,"60636"
2021-03-12,0.049,"60636"
2021-04-28,0.199,"60636"
2021-02-07,0.006,"60636"
2021-03-24,0.07,"60636"
2021-02-04,0.006,"60636"
2021-01-29,0.004,"60636"
2021-01-22,0.002,"60636"
2020-12-27,0,"60636"
2021-02-23,0.021,"60636"
2021-01-16,0.001,"60636"
2020-12-31,0,"60636"
2021-01-01,0,"60636"
2021-05-17,0.253,"60636"
2021-05-23,0.268,"60636"
2021-02-21,0.018,"60636"
2021-02-17,0.014,"60636"
2021-02-27,0.027,"60636"
2020-12-30,0,"60636"
2021-05-10,0.233,"60636"
2021-03-25,0.072,"60636"
2021-03-09,0.043,"60636"
2021-02-14,0.01,"60636"
2021-05-18,0.256,"60636"
2021-03-19,0.062,"60636"
2021-02-12,0.009,"60636"
2021-02-28,0.027,"60636"
2021-04-04,0.102,"60636"
2021-01-19,0.001,"60636"
2021-01-07,0,"60636"
2021-03-21,0.064,"60636"
2021-03-11,0.046,"60636"
2021-01-10,0,"60636"
2021-01-13,0.001,"60636"
2021-02-10,0.008,"60636"
2021-05-25,0.273,"60636"
2021-04-19,0.172,"60636"
2021-04-06,0.112,"60636"
2021-05-06,0.223,"60636"
2021-05-20,0.262,"60636"
2021-02-19,0.017,"60636"
2021-04-16,0.161,"60636"
2021-03-17,0.058,"60636"
2021-04-12,0.139,"60636"
2021-01-30,0.004,"60636"
2021-05-02,0.211,"60636"
2021-01-23,0.002,"60636"
2020-12-17,0,"60636"
2021-03-27,0.078,"60636"
2021-04-25,0.19,"60636"
2021-04-03,0.101,"60636"
2021-02-06,0.006,"60636"
2021-01-18,0.001,"60636"
2021-01-08,0,"60636"
2020-12-21,0,"60636"
2021-05-03,0.213,"60636"
2021-05-11,0.236,"60636"
2021-01-21,0.002,"60636"
2021-02-03,0.005,"60636"
2021-03-30,0.086,"60636"
2021-01-05,0,"60636"
2021-03-28,0.078,"60636"
2021-03-26,0.075,"60636"
2021-03-04,0.035,"60636"
2021-05-19,0.259,"60636"
2021-04-07,0.118,"60636"
2021-03-18,0.06,"60636"
2021-03-08,0.041,"60636"
2021-03-20,0.064,"60636"
2021-01-02,0,"60636"
2021-03-23,0.068,"60636"
2021-05-08,0.23,"60636"
2020-12-16,0,"60636"
2021-01-14,0.001,"60636"
2021-03-03,0.033,"60636"
2021-03-16,0.056,"60636"
2021-03-10,0.044,"60636"
2021-01-04,0,"60636"
2021-03-31,0.09,"60636"
2021-05-07,0.227,"60636"
2021-04-05,0.108,"60636"
2021-03-05,0.037,"60636"
2021-05-14,0.246,"60636"
2020-12-18,0,"60636"
2020-12-26,0,"60636"
2021-05-13,0.243,"60636"
2021-01-31,0.004,"60636"
2021-04-27,0.196,"60636"
2021-05-24,0.27,"60636"
2021-02-11,0.009,"60636"
2021-05-05,0.22,"60636"
2021-01-20,0.002,"60636"
2021-03-01,0.029,"60636"
2021-02-02,0.005,"60636"
2021-04-20,0.175,"60636"
2021-02-18,0.015,"60636"
2021-03-02,0.031,"60636"
2021-01-26,0.003,"60636"
2021-04-08,0.124,"60636"
2021-05-04,0.217,"60636"
2021-05-09,0.23,"60636"
2021-05-15,0.249,"60636"
2021-03-13,0.051,"60636"
2021-04-02,0.099,"60636"
2021-03-14,0.052,"60636"
2021-04-29,0.202,"60636"
2021-03-07,0.039,"60636"
2021-05-21,0.265,"60636"
2021-02-08,0.007,"60636"
2021-04-15,0.154,"60636"
2021-02-05,0.006,"60636"
2020-12-20,0,"60636"
2021-02-09,0.007,"60636"
2020-12-29,0,"60636"
2021-03-06,0.039,"60636"
2021-01-20,0.012,"60637"
2021-02-16,0.046,"60637"
2021-02-07,0.025,"60637"
2021-01-21,0.013,"60637"
2021-03-03,0.072,"60637"
2021-02-23,0.059,"60637"
2020-12-21,0,"60637"
2021-01-28,0.018,"60637"
2021-01-17,0.009,"60637"
2021-05-03,0.245,"60637"
2021-05-15,0.294,"60637"
2021-02-02,0.02,"60637"
2021-03-19,0.094,"60637"
2021-03-16,0.09,"60637"
2020-12-15,0,"60637"
2021-04-24,0.207,"60637"
2021-04-10,0.152,"60637"
2021-01-23,0.014,"60637"
2021-05-06,0.256,"60637"
2021-02-19,0.053,"60637"
2020-12-20,0,"60637"
2021-03-23,0.099,"60637"
2021-02-13,0.043,"60637"
2021-04-03,0.125,"60637"
2021-01-11,0.005,"60637"
2021-04-06,0.134,"60637"
2021-05-16,0.294,"60637"
2021-02-28,0.068,"60637"
2021-02-12,0.041,"60637"
2021-05-19,0.305,"60637"
2021-05-07,0.262,"60637"
2021-02-17,0.048,"60637"
2021-04-26,0.212,"60637"
2020-12-31,0,"60637"
2021-03-07,0.077,"60637"
2021-01-05,0.001,"60637"
2021-03-26,0.105,"60637"
2021-03-09,0.079,"60637"
2020-12-26,0,"60637"
2021-02-20,0.054,"60637"
2020-12-25,0,"60637"
2021-01-13,0.007,"60637"
2021-01-09,0.004,"60637"
2021-01-31,0.018,"60637"
2021-05-05,0.252,"60637"
2021-04-04,0.126,"60637"
2021-04-09,0.149,"60637"
2021-04-29,0.23,"60637"
2021-05-21,0.312,"60637"
2021-04-12,0.157,"60637"
2021-01-02,0,"60637"
2020-12-16,0,"60637"
2021-05-10,0.271,"60637"
2021-05-13,0.283,"60637"
2020-12-24,0,"60637"
2021-03-05,0.075,"60637"
2021-04-17,0.177,"60637"
2021-01-01,0,"60637"
2021-03-15,0.088,"60637"
2021-03-21,0.095,"60637"
2021-05-20,0.308,"60637"
2021-01-29,0.018,"60637"
2021-03-18,0.092,"60637"
2021-01-30,0.018,"60637"
2021-03-08,0.078,"60637"
2021-04-16,0.174,"60637"
2021-03-17,0.091,"60637"
2021-03-13,0.087,"60637"
2021-04-15,0.17,"60637"
2021-01-03,0,"60637"
2021-05-23,0.314,"60637"
2021-02-25,0.063,"60637"
2021-03-10,0.081,"60637"
2021-05-22,0.314,"60637"
2021-03-31,0.115,"60637"
2021-03-28,0.108,"60637"
2021-02-22,0.057,"60637"
2021-05-08,0.265,"60637"
2021-02-21,0.055,"60637"
2021-01-27,0.017,"60637"
2021-04-18,0.179,"60637"
2021-02-27,0.066,"60637"
2021-02-18,0.05,"60637"
2021-02-03,0.021,"60637"
2021-02-01,0.019,"60637"
2020-12-23,0,"60637"
2021-05-09,0.266,"60637"
2021-05-18,0.303,"60637"
2021-01-24,0.014,"60637"
2021-02-04,0.022,"60637"
2021-04-13,0.161,"60637"
2021-04-21,0.195,"60637"
2021-02-10,0.032,"60637"
2020-12-17,0,"60637"
2021-02-05,0.024,"60637"
2021-01-14,0.007,"60637"
2021-04-11,0.153,"60637"
2021-04-27,0.218,"60637"
2021-01-26,0.016,"60637"
2021-04-20,0.19,"60637"
2021-05-14,0.289,"60637"
2021-01-06,0.001,"60637"
2021-05-01,0.239,"60637"
2021-01-10,0.004,"60637"
2021-01-07,0.002,"60637"
2021-03-12,0.084,"60637"
2021-03-04,0.074,"60637"
2021-02-15,0.044,"60637"
2021-05-17,0.299,"60637"
2021-04-23,0.205,"60637"
2020-12-22,0,"60637"
2020-12-19,0,"60637"
2021-05-24,0.316,"60637"
2020-12-30,0,"60637"
2021-03-24,0.1,"60637"
2021-05-04,0.249,"60637"
2021-04-25,0.207,"60637"
2021-04-05,0.13,"60637"
2021-01-25,0.015,"60637"
2021-01-04,0,"60637"
2020-12-27,0,"60637"
2021-04-30,0.236,"60637"
2021-03-02,0.07,"60637"
2021-01-22,0.013,"60637"
2021-03-11,0.082,"60637"
2021-03-14,0.087,"60637"
2021-02-26,0.066,"60637"
2021-03-30,0.112,"60637"
2021-01-12,0.006,"60637"
2021-02-09,0.03,"60637"
2021-02-24,0.061,"60637"
2021-04-22,0.199,"60637"
2021-01-18,0.01,"60637"
2021-05-25,0.318,"60637"
2020-12-18,0,"60637"
2021-01-08,0.003,"60637"
2021-05-11,0.275,"60637"
2021-02-14,0.043,"60637"
2021-04-08,0.143,"60637"
2021-01-16,0.009,"60637"
2021-05-12,0.279,"60637"
2021-03-29,0.11,"60637"
2021-03-25,0.102,"60637"
2021-03-01,0.069,"60637"
2021-04-14,0.166,"60637"
2021-03-20,0.094,"60637"
2021-04-07,0.139,"60637"
2021-05-02,0.24,"60637"
2021-04-19,0.185,"60637"
2021-03-27,0.107,"60637"
2021-03-06,0.076,"60637"
2020-12-29,0,"60637"
2021-02-08,0.028,"60637"
2021-04-28,0.224,"60637"
2021-02-11,0.037,"60637"
2020-12-28,0,"60637"
2021-04-01,0.118,"60637"
2021-01-19,0.011,"60637"
2021-01-15,0.008,"60637"
2021-03-22,0.097,"60637"
2021-04-02,0.122,"60637"
2021-02-06,0.025,"60637"
2021-03-12,0.1,"60638"
2021-03-31,0.157,"60638"
2021-02-17,0.029,"60638"
2021-03-25,0.136,"60638"
2021-02-27,0.059,"60638"
2021-04-01,0.161,"60638"
2021-04-09,0.197,"60638"
2021-03-24,0.133,"60638"
2021-02-08,0.017,"60638"
2021-02-09,0.018,"60638"
2021-02-16,0.027,"60638"
2021-01-21,0.008,"60638"
2021-01-27,0.011,"60638"
2021-04-03,0.171,"60638"
2021-05-10,0.336,"60638"
2020-12-29,0,"60638"
2021-01-11,0.004,"60638"
2020-12-18,0,"60638"
