Zip Code,Date,Total Doses - Daily,Total Doses - Cumulative,1st Dose - Daily,1st Dose - Cumulative,1st Dose - Percent Population,Vaccine Series Completed - Daily,Vaccine Series Completed - Cumulative,Vaccine Series Completed  - Percent Population,Population,ZIP Code Location,Row_ID
60626,02/18/2021,203,9135,113,6342,0.125,90,2793,0.055,50544,POINT (-87.669834 42.009469),60626-20210218
60625,04/05/2021,916,40842,592,27848,0.351,404,14124,0.178,79444,POINT (-87.701816 41.971155),60625-20210405
60625,04/06/2021,1251,42093,954,28802,0.363,415,14539,0.183,79444,POINT (-87.701816 41.971155),60625-20210406
60625,04/07/2021,1125,43218,677,29479,0.371,563,15102,0.19,79444,POINT (-87.701816 41.971155),60625-20210407
60625,04/08/2021,1123,44341,660,30139,0.379,581,15683,0.197,79444,POINT (-87.701816 41.971155),60625-20210408
60625,04/09/2021,1168,45509,710,30849,0.388,564,16247,0.205,79444,POINT (-87.701816 41.971155),60625-20210409
60625,04/10/2021,820,46329,542,31391,0.395,362,16609,0.209,79444,POINT (-87.701816 41.971155),60625-20210410
60625,04/11/2021,426,46755,273,31664,0.399,247,16856,0.212,79444,POINT (-87.701816 41.971155),60625-20210411
60625,04/12/2021,907,47662,414,32078,0.404,573,17429,0.219,79444,POINT (-87.701816 41.971155),60625-20210412
60619,04/13/2021,424,28066,180,17605,0.288,244,11435,0.187,61207,POINT (-87.60569 41.744737),60619-20210413
60619,04/14/2021,419,28485,207,17812,0.291,213,11648,0.19,61207,POINT (-87.60569 41.744737),60619-20210414
60619,04/15/2021,501,28986,215,18027,0.295,286,11934,0.195,61207,POINT (-87.60569 41.744737),60619-20210415
60619,04/17/2021,350,29791,192,18434,0.301,159,12333,0.201,61207,POINT (-87.60569 41.744737),60619-20210417
60625,04/13/2021,1056,48718,585,32663,0.411,471,17900,0.225,79444,POINT (-87.701816 41.971155),60625-20210413
60625,04/14/2021,1104,49822,587,33250,0.419,517,18417,0.232,79444,POINT (-87.701816 41.971155),60625-20210414
60625,04/15/2021,1497,51319,555,33805,0.426,942,19359,0.244,79444,POINT (-87.701816 41.971155),60625-20210415
60625,04/16/2021,1027,52346,549,34354,0.432,478,19837,0.25,79444,POINT (-87.701816 41.971155),60625-20210416
60625,04/17/2021,748,53094,396,34750,0.437,352,20189,0.254,79444,POINT (-87.701816 41.971155),60625-20210417
60625,04/18/2021,365,53459,145,34895,0.439,220,20409,0.257,79444,POINT (-87.701816 41.971155),60625-20210418
60625,04/19/2021,945,54404,222,35117,0.442,725,21134,0.266,79444,POINT (-87.701816 41.971155),60625-20210419
60625,04/20/2021,1124,55528,472,35589,0.448,652,21786,0.274,79444,POINT (-87.701816 41.971155),60625-20210420
60625,04/21/2021,1029,56557,407,35996,0.453,623,22409,0.282,79444,POINT (-87.701816 41.971155),60625-20210421
60625,04/22/2021,1051,57608,458,36454,0.459,593,23002,0.29,79444,POINT (-87.701816 41.971155),60625-20210422
60625,04/23/2021,968,58576,407,36861,0.464,561,23563,0.297,79444,POINT (-87.701816 41.971155),60625-20210423
60625,04/24/2021,717,59293,249,37110,0.467,468,24031,0.302,79444,POINT (-87.701816 41.971155),60625-20210424
60625,04/25/2021,324,59617,177,37287,0.469,147,24178,0.304,79444,POINT (-87.701816 41.971155),60625-20210425
60625,04/26/2021,813,60430,331,37618,0.474,482,24660,0.31,79444,POINT (-87.701816 41.971155),60625-20210426
60625,04/27/2021,1069,61499,304,37922,0.477,774,25434,0.32,79444,POINT (-87.701816 41.971155),60625-20210427
60625,04/28/2021,910,62409,374,38296,0.482,552,25986,0.327,79444,POINT (-87.701816 41.971155),60625-20210428
60625,04/29/2021,874,63283,368,38664,0.487,520,26506,0.334,79444,POINT (-87.701816 41.971155),60625-20210429
60625,04/30/2021,836,64119,260,38924,0.49,586,27092,0.341,79444,POINT (-87.701816 41.971155),60625-20210430
60625,05/01/2021,455,64574,162,39086,0.492,303,27395,0.345,79444,POINT (-87.701816 41.971155),60625-20210501
60625,05/02/2021,195,64769,66,39152,0.493,138,27533,0.347,79444,POINT (-87.701816 41.971155),60625-20210502
60625,05/03/2021,541,65310,152,39304,0.495,405,27938,0.352,79444,POINT (-87.701816 41.971155),60625-20210503
60625,05/04/2021,670,65980,196,39500,0.497,490,28428,0.358,79444,POINT (-87.701816 41.971155),60625-20210504
60625,05/05/2021,695,66675,283,39783,0.501,425,28853,0.363,79444,POINT (-87.701816 41.971155),60625-20210505
60625,05/07/2021,690,67972,231,40207,0.506,485,29763,0.375,79444,POINT (-87.701816 41.971155),60625-20210507
60625,05/08/2021,505,68477,122,40329,0.508,398,30161,0.38,79444,POINT (-87.701816 41.971155),60625-20210508
60625,05/09/2021,135,68612,58,40387,0.508,89,30250,0.381,79444,POINT (-87.701816 41.971155),60625-20210509
60625,05/11/2021,621,69570,153,40643,0.512,475,30976,0.39,79444,POINT (-87.701816 41.971155),60625-20210511
60625,05/12/2021,467,70037,117,40760,0.513,356,31332,0.394,79444,POINT (-87.701816 41.971155),60625-20210512
60625,05/14/2021,602,71104,195,41104,0.517,411,32066,0.404,79444,POINT (-87.701816 41.971155),60625-20210514
60626,01/21/2021,196,3225,160,2772,0.055,36,453,0.009,50544,POINT (-87.669834 42.009469),60626-20210121
60626,01/26/2021,174,3790,119,3229,0.064,55,561,0.011,50544,POINT (-87.669834 42.009469),60626-20210126
60626,01/27/2021,445,4235,183,3412,0.068,262,823,0.016,50544,POINT (-87.669834 42.009469),60626-20210127
60626,01/28/2021,165,4400,135,3547,0.07,30,853,0.017,50544,POINT (-87.669834 42.009469),60626-20210128
60626,01/29/2021,175,4575,162,3709,0.073,13,866,0.017,50544,POINT (-87.669834 42.009469),60626-20210129
60626,01/30/2021,114,4689,102,3811,0.075,12,878,0.017,50544,POINT (-87.669834 42.009469),60626-20210130
60626,01/31/2021,57,4746,41,3852,0.076,16,894,0.018,50544,POINT (-87.669834 42.009469),60626-20210131
60626,02/01/2021,202,4948,156,4008,0.079,46,940,0.019,50544,POINT (-87.669834 42.009469),60626-20210201
60626,02/02/2021,330,5278,172,4180,0.083,158,1098,0.022,50544,POINT (-87.669834 42.009469),60626-20210202
60626,02/03/2021,200,5478,135,4315,0.085,65,1163,0.023,50544,POINT (-87.669834 42.009469),60626-20210203
60626,02/04/2021,290,5768,198,4513,0.089,92,1255,0.025,50544,POINT (-87.669834 42.009469),60626-20210204
60626,02/05/2021,294,6062,194,4707,0.093,100,1355,0.027,50544,POINT (-87.669834 42.009469),60626-20210205
60626,02/06/2021,158,6220,99,4806,0.095,59,1414,0.028,50544,POINT (-87.669834 42.009469),60626-20210206
60626,02/07/2021,48,6268,39,4845,0.096,9,1423,0.028,50544,POINT (-87.669834 42.009469),60626-20210207
60626,02/08/2021,141,6409,114,4959,0.098,27,1450,0.029,50544,POINT (-87.669834 42.009469),60626-20210208
60626,02/09/2021,298,6707,165,5124,0.101,133,1583,0.031,50544,POINT (-87.669834 42.009469),60626-20210209
60626,02/10/2021,288,6995,175,5299,0.105,113,1696,0.034,50544,POINT (-87.669834 42.009469),60626-20210210
60626,02/11/2021,498,7493,184,5483,0.108,314,2010,0.04,50544,POINT (-87.669834 42.009469),60626-20210211
60626,02/12/2021,481,7974,203,5686,0.112,278,2288,0.045,50544,POINT (-87.669834 42.009469),60626-20210212
60626,02/13/2021,264,8238,220,5906,0.117,44,2332,0.046,50544,POINT (-87.669834 42.009469),60626-20210213
60626,02/14/2021,42,8280,31,5937,0.117,11,2343,0.046,50544,POINT (-87.669834 42.009469),60626-20210214
60626,02/15/2021,334,8614,124,6061,0.12,210,2553,0.051,50544,POINT (-87.669834 42.009469),60626-20210215
60626,02/16/2021,122,8736,78,6139,0.121,44,2597,0.051,50544,POINT (-87.669834 42.009469),60626-20210216
60626,02/17/2021,196,8932,90,6229,0.123,106,2703,0.053,50544,POINT (-87.669834 42.009469),60626-20210217
60626,02/19/2021,246,9381,123,6465,0.128,123,2916,0.058,50544,POINT (-87.669834 42.009469),60626-20210219
60626,02/21/2021,56,9553,21,6532,0.129,35,3021,0.06,50544,POINT (-87.669834 42.009469),60626-20210221
60626,02/22/2021,153,9706,59,6591,0.13,94,3115,0.062,50544,POINT (-87.669834 42.009469),60626-20210222
60626,02/23/2021,264,9970,128,6719,0.133,136,3251,0.064,50544,POINT (-87.669834 42.009469),60626-20210223
60626,02/24/2021,260,10230,116,6835,0.135,144,3395,0.067,50544,POINT (-87.669834 42.009469),60626-20210224
60626,02/25/2021,323,10553,179,7014,0.139,144,3539,0.07,50544,POINT (-87.669834 42.009469),60626-20210225
60626,02/26/2021,308,10861,161,7175,0.142,147,3686,0.073,50544,POINT (-87.669834 42.009469),60626-20210226
60626,02/27/2021,319,11180,216,7391,0.146,103,3789,0.075,50544,POINT (-87.669834 42.009469),60626-20210227
60626,02/28/2021,77,11257,41,7432,0.147,36,3825,0.076,50544,POINT (-87.669834 42.009469),60626-20210228
60626,03/01/2021,200,11457,96,7528,0.149,104,3929,0.078,50544,POINT (-87.669834 42.009469),60626-20210301
60626,03/03/2021,377,12079,230,7888,0.156,148,4192,0.083,50544,POINT (-87.669834 42.009469),60626-20210303
60626,03/04/2021,337,12416,193,8081,0.16,148,4340,0.086,50544,POINT (-87.669834 42.009469),60626-20210304
60626,03/05/2021,308,12724,185,8266,0.164,128,4468,0.088,50544,POINT (-87.669834 42.009469),60626-20210305
60626,03/06/2021,184,12908,108,8374,0.166,80,4548,0.09,50544,POINT (-87.669834 42.009469),60626-20210306
60626,03/07/2021,81,12989,57,8431,0.167,33,4581,0.091,50544,POINT (-87.669834 42.009469),60626-20210307
60626,03/08/2021,331,13320,243,8674,0.172,98,4679,0.093,50544,POINT (-87.669834 42.009469),60626-20210308
60626,03/09/2021,379,13699,169,8843,0.175,216,4895,0.097,50544,POINT (-87.669834 42.009469),60626-20210309
60626,03/10/2021,418,14117,293,9136,0.181,138,5033,0.1,50544,POINT (-87.669834 42.009469),60626-20210310
60626,03/11/2021,411,14528,259,9395,0.186,167,5200,0.103,50544,POINT (-87.669834 42.009469),60626-20210311
60626,03/12/2021,430,14958,250,9645,0.191,191,5391,0.107,50544,POINT (-87.669834 42.009469),60626-20210312
60626,03/13/2021,403,15361,189,9834,0.195,247,5638,0.112,50544,POINT (-87.669834 42.009469),60626-20210313
60626,03/14/2021,102,15463,67,9901,0.196,40,5678,0.112,50544,POINT (-87.669834 42.009469),60626-20210314
60626,03/15/2021,302,15765,216,10117,0.2,94,5772,0.114,50544,POINT (-87.669834 42.009469),60626-20210315
60626,03/16/2021,334,16099,217,10334,0.204,131,5903,0.117,50544,POINT (-87.669834 42.009469),60626-20210316
60626,03/17/2021,347,16446,260,10594,0.21,100,6003,0.119,50544,POINT (-87.669834 42.009469),60626-20210317
60626,03/18/2021,442,16888,315,10909,0.216,132,6135,0.121,50544,POINT (-87.669834 42.009469),60626-20210318
60626,03/19/2021,493,17381,372,11281,0.223,135,6270,0.124,50544,POINT (-87.669834 42.009469),60626-20210319
60626,03/20/2021,364,17745,300,11581,0.229,99,6369,0.126,50544,POINT (-87.669834 42.009469),60626-20210320
60626,03/21/2021,219,17964,191,11772,0.233,60,6429,0.127,50544,POINT (-87.669834 42.009469),60626-20210321
60626,03/22/2021,412,18376,345,12117,0.24,73,6502,0.129,50544,POINT (-87.669834 42.009469),60626-20210322
60626,03/23/2021,507,18883,422,12539,0.248,99,6601,0.131,50544,POINT (-87.669834 42.009469),60626-20210323
60626,03/24/2021,475,19358,385,12924,0.256,101,6702,0.133,50544,POINT (-87.669834 42.009469),60626-20210324
60626,03/25/2021,690,20048,523,13447,0.266,177,6879,0.136,50544,POINT (-87.669834 42.009469),60626-20210325
60626,03/26/2021,755,20803,563,14010,0.277,199,7078,0.14,50544,POINT (-87.669834 42.009469),60626-20210326
60626,03/27/2021,435,21238,272,14282,0.283,180,7258,0.144,50544,POINT (-87.669834 42.009469),60626-20210327
60626,03/28/2021,192,21430,164,14446,0.286,42,7300,0.144,50544,POINT (-87.669834 42.009469),60626-20210328
60626,03/29/2021,488,21918,398,14844,0.294,116,7416,0.147,50544,POINT (-87.669834 42.009469),60626-20210329
60626,03/30/2021,650,22568,470,15314,0.303,196,7612,0.151,50544,POINT (-87.669834 42.009469),60626-20210330
60626,03/31/2021,625,23193,408,15722,0.311,239,7851,0.155,50544,POINT (-87.669834 42.009469),60626-20210331
60626,04/01/2021,552,23745,369,16091,0.318,201,8052,0.159,50544,POINT (-87.669834 42.009469),60626-20210401
60626,04/02/2021,640,24385,416,16507,0.327,255,8307,0.164,50544,POINT (-87.669834 42.009469),60626-20210402
60626,04/03/2021,369,24754,256,16763,0.332,151,8458,0.167,50544,POINT (-87.669834 42.009469),60626-20210403
60626,04/04/2021,115,24869,75,16838,0.333,50,8508,0.168,50544,POINT (-87.669834 42.009469),60626-20210404
60626,04/05/2021,456,25325,337,17175,0.34,177,8685,0.172,50544,POINT (-87.669834 42.009469),60626-20210405
60626,04/06/2021,789,26114,610,17785,0.352,273,8958,0.177,50544,POINT (-87.669834 42.009469),60626-20210406
60626,04/07/2021,702,26816,406,18191,0.36,371,9329,0.185,50544,POINT (-87.669834 42.009469),60626-20210407
60626,04/08/2021,669,27485,426,18617,0.368,313,9642,0.191,50544,POINT (-87.669834 42.009469),60626-20210408
60626,04/09/2021,764,28249,467,19084,0.378,392,10034,0.199,50544,POINT (-87.669834 42.009469),60626-20210409
60626,04/10/2021,472,28721,266,19350,0.383,281,10315,0.204,50544,POINT (-87.669834 42.009469),60626-20210410
60626,04/11/2021,390,29111,293,19643,0.389,179,10494,0.208,50544,POINT (-87.669834 42.009469),60626-20210411
60626,04/12/2021,508,29619,254,19897,0.394,316,10810,0.214,50544,POINT (-87.669834 42.009469),60626-20210412
60626,04/13/2021,583,30202,317,20214,0.4,270,11080,0.219,50544,POINT (-87.669834 42.009469),60626-20210413
60626,04/14/2021,599,30801,304,20518,0.406,295,11375,0.225,50544,POINT (-87.669834 42.009469),60626-20210414
60626,04/15/2021,686,31487,307,20825,0.412,379,11754,0.233,50544,POINT (-87.669834 42.009469),60626-20210415
60626,04/16/2021,689,32176,269,21094,0.417,420,12174,0.241,50544,POINT (-87.669834 42.009469),60626-20210416
60626,04/17/2021,545,32721,222,21316,0.422,323,12497,0.247,50544,POINT (-87.669834 42.009469),60626-20210417
60626,04/18/2021,251,32972,115,21431,0.424,136,12633,0.25,50544,POINT (-87.669834 42.009469),60626-20210418
60626,04/19/2021,578,33550,216,21647,0.428,362,12995,0.257,50544,POINT (-87.669834 42.009469),60626-20210419
60626,04/20/2021,750,34300,366,22013,0.436,385,13380,0.265,50544,POINT (-87.669834 42.009469),60626-20210420
60626,04/21/2021,641,34941,313,22326,0.442,328,13708,0.271,50544,POINT (-87.669834 42.009469),60626-20210421
60626,04/22/2021,725,35666,375,22701,0.449,350,14058,0.278,50544,POINT (-87.669834 42.009469),60626-20210422
60626,04/23/2021,678,36344,286,22987,0.455,392,14450,0.286,50544,POINT (-87.669834 42.009469),60626-20210423
60626,04/24/2021,416,36760,208,23195,0.459,208,14658,0.29,50544,POINT (-87.669834 42.009469),60626-20210424
60626,04/25/2021,181,36941,108,23303,0.461,73,14731,0.291,50544,POINT (-87.669834 42.009469),60626-20210425
60626,04/26/2021,468,37409,225,23528,0.465,244,14975,0.296,50544,POINT (-87.669834 42.009469),60626-20210426
60626,04/27/2021,655,38064,196,23724,0.469,470,15445,0.306,50544,POINT (-87.669834 42.009469),60626-20210427
60626,04/28/2021,587,38651,214,23938,0.474,381,15826,0.313,50544,POINT (-87.669834 42.009469),60626-20210428
60626,04/29/2021,520,39171,179,24117,0.477,362,16188,0.32,50544,POINT (-87.669834 42.009469),60626-20210429
60626,04/30/2021,795,39966,462,24579,0.486,344,16532,0.327,50544,POINT (-87.669834 42.009469),60626-20210430
60626,05/01/2021,284,40250,130,24709,0.489,163,16695,0.33,50544,POINT (-87.669834 42.009469),60626-20210501
60626,05/02/2021,151,40401,48,24757,0.49,115,16810,0.333,50544,POINT (-87.669834 42.009469),60626-20210502
60626,05/03/2021,321,40722,87,24844,0.492,249,17059,0.338,50544,POINT (-87.669834 42.009469),60626-20210503
60626,05/04/2021,394,41116,136,24980,0.494,273,17332,0.343,50544,POINT (-87.669834 42.009469),60626-20210504
60626,05/05/2021,372,41488,146,25126,0.497,239,17571,0.348,50544,POINT (-87.669834 42.009469),60626-20210505
60626,05/06/2021,338,41826,133,25259,0.5,217,17788,0.352,50544,POINT (-87.669834 42.009469),60626-20210506
60626,05/07/2021,409,42235,138,25397,0.502,283,18071,0.358,50544,POINT (-87.669834 42.009469),60626-20210507
60626,05/08/2021,324,42559,99,25496,0.504,234,18305,0.362,50544,POINT (-87.669834 42.009469),60626-20210508
60626,05/09/2021,115,42674,45,25541,0.505,84,18389,0.364,50544,POINT (-87.669834 42.009469),60626-20210509
60626,05/10/2021,188,42862,55,25596,0.506,151,18540,0.367,50544,POINT (-87.669834 42.009469),60626-20210510
60626,05/11/2021,402,43264,105,25701,0.508,311,18851,0.373,50544,POINT (-87.669834 42.009469),60626-20210511
60626,05/12/2021,335,43599,85,25786,0.51,272,19123,0.378,50544,POINT (-87.669834 42.009469),60626-20210512
60626,05/14/2021,316,44184,74,25934,0.513,242,19562,0.387,50544,POINT (-87.669834 42.009469),60626-20210514
60626,05/15/2021,207,44391,65,25999,0.514,142,19704,0.39,50544,POINT (-87.669834 42.009469),60626-20210515
60628,01/02/2021,6,254,6,254,0.004,0,0,0,64254,POINT (-87.621537 41.694192),60628-20210102
60628,01/04/2021,134,394,134,393,0.006,0,1,0,64254,POINT (-87.621537 41.694192),60628-20210104
60628,01/07/2021,53,504,37,486,0.008,16,18,0,64254,POINT (-87.621537 41.694192),60628-20210107
60628,01/10/2021,6,600,3,547,0.009,3,53,0.001,64254,POINT (-87.621537 41.694192),60628-20210110
60628,01/13/2021,61,738,39,634,0.01,22,104,0.002,64254,POINT (-87.621537 41.694192),60628-20210113
60628,01/14/2021,34,772,30,664,0.01,4,108,0.002,64254,POINT (-87.621537 41.694192),60628-20210114
60629,12/29/2020,88,408,88,408,0.004,0,0,0,110029,POINT (-87.711565 41.777061),60629-20201229
60629,01/01/2021,2,543,2,543,0.005,0,0,0,110029,POINT (-87.711565 41.777061),60629-20210101
60629,01/05/2021,61,686,59,683,0.006,2,3,0,110029,POINT (-87.711565 41.777061),60629-20210105
60629,01/06/2021,53,739,48,731,0.007,5,8,0,110029,POINT (-87.711565 41.777061),60629-20210106
60629,01/07/2021,75,814,47,778,0.007,28,36,0,110029,POINT (-87.711565 41.777061),60629-20210107
60629,01/08/2021,98,912,60,838,0.008,38,74,0.001,110029,POINT (-87.711565 41.777061),60629-20210108
60629,01/09/2021,60,972,33,871,0.008,27,101,0.001,110029,POINT (-87.711565 41.777061),60629-20210109
60629,01/11/2021,74,1064,28,903,0.008,46,161,0.001,110029,POINT (-87.711565 41.777061),60629-20210111
60629,01/12/2021,107,1171,59,962,0.009,48,209,0.002,110029,POINT (-87.711565 41.777061),60629-20210112
60629,01/13/2021,110,1281,82,1044,0.009,28,237,0.002,110029,POINT (-87.711565 41.777061),60629-20210113
60629,01/14/2021,102,1383,89,1133,0.01,13,250,0.002,110029,POINT (-87.711565 41.777061),60629-20210114
60629,01/15/2021,66,1449,59,1192,0.011,7,257,0.002,110029,POINT (-87.711565 41.777061),60629-20210115
60628,01/17/2021,4,834,2,722,0.011,2,112,0.002,64254,POINT (-87.621537 41.694192),60628-20210117
60628,01/18/2021,51,885,39,761,0.012,12,124,0.002,64254,POINT (-87.621537 41.694192),60628-20210118
60628,01/24/2021,33,1466,33,1260,0.02,0,206,0.003,64254,POINT (-87.621537 41.694192),60628-20210124
60628,01/25/2021,129,1595,104,1364,0.021,25,231,0.004,64254,POINT (-87.621537 41.694192),60628-20210125
60628,01/26/2021,140,1735,120,1484,0.023,20,251,0.004,64254,POINT (-87.621537 41.694192),60628-20210126
60628,01/27/2021,186,1921,168,1652,0.026,18,269,0.004,64254,POINT (-87.621537 41.694192),60628-20210127
60628,01/28/2021,221,2142,199,1851,0.029,22,291,0.005,64254,POINT (-87.621537 41.694192),60628-20210128
60628,01/29/2021,257,2399,236,2087,0.032,21,312,0.005,64254,POINT (-87.621537 41.694192),60628-20210129
60628,01/30/2021,122,2521,115,2202,0.034,7,319,0.005,64254,POINT (-87.621537 41.694192),60628-20210130
60628,01/31/2021,33,2554,30,2232,0.035,3,322,0.005,64254,POINT (-87.621537 41.694192),60628-20210131
60628,02/01/2021,261,2815,140,2372,0.037,121,443,0.007,64254,POINT (-87.621537 41.694192),60628-20210201
60628,02/02/2021,242,3057,210,2582,0.04,32,475,0.007,64254,POINT (-87.621537 41.694192),60628-20210202
60628,02/03/2021,202,3259,163,2745,0.043,39,514,0.008,64254,POINT (-87.621537 41.694192),60628-20210203
60628,02/04/2021,284,3543,248,2993,0.047,36,550,0.009,64254,POINT (-87.621537 41.694192),60628-20210204
60628,02/05/2021,275,3818,241,3234,0.05,34,584,0.009,64254,POINT (-87.621537 41.694192),60628-20210205
60628,02/06/2021,171,3989,151,3385,0.053,20,604,0.009,64254,POINT (-87.621537 41.694192),60628-20210206
60628,02/07/2021,53,4042,51,3436,0.053,2,606,0.009,64254,POINT (-87.621537 41.694192),60628-20210207
60628,02/08/2021,214,4256,176,3612,0.056,38,644,0.01,64254,POINT (-87.621537 41.694192),60628-20210208
60628,02/09/2021,234,4490,174,3786,0.059,60,704,0.011,64254,POINT (-87.621537 41.694192),60628-20210209
60628,02/10/2021,286,4776,200,3986,0.062,86,790,0.012,64254,POINT (-87.621537 41.694192),60628-20210210
60628,02/11/2021,345,5121,248,4234,0.066,97,887,0.014,64254,POINT (-87.621537 41.694192),60628-20210211
60628,02/12/2021,253,5374,162,4396,0.068,91,978,0.015,64254,POINT (-87.621537 41.694192),60628-20210212
60628,02/13/2021,200,5574,151,4547,0.071,49,1027,0.016,64254,POINT (-87.621537 41.694192),60628-20210213
60628,02/14/2021,33,5607,27,4574,0.071,6,1033,0.016,64254,POINT (-87.621537 41.694192),60628-20210214
60628,02/15/2021,136,5743,84,4658,0.072,52,1085,0.017,64254,POINT (-87.621537 41.694192),60628-20210215
60628,02/16/2021,110,5853,45,4703,0.073,65,1150,0.018,64254,POINT (-87.621537 41.694192),60628-20210216
60628,02/18/2021,267,6391,135,4932,0.077,132,1459,0.023,64254,POINT (-87.621537 41.694192),60628-20210218
60628,02/19/2021,320,6711,153,5085,0.079,167,1626,0.025,64254,POINT (-87.621537 41.694192),60628-20210219
60628,02/20/2021,131,6842,61,5146,0.08,70,1696,0.026,64254,POINT (-87.621537 41.694192),60628-20210220
60628,02/21/2021,60,6902,43,5189,0.081,17,1713,0.027,64254,POINT (-87.621537 41.694192),60628-20210221
60628,02/22/2021,227,7129,135,5324,0.083,92,1805,0.028,64254,POINT (-87.621537 41.694192),60628-20210222
60628,02/23/2021,239,7368,136,5460,0.085,103,1908,0.03,64254,POINT (-87.621537 41.694192),60628-20210223
60628,02/24/2021,251,7619,154,5614,0.087,97,2005,0.031,64254,POINT (-87.621537 41.694192),60628-20210224
60628,02/26/2021,381,8361,209,5995,0.093,172,2366,0.037,64254,POINT (-87.621537 41.694192),60628-20210226
60628,02/27/2021,262,8623,182,6177,0.096,80,2446,0.038,64254,POINT (-87.621537 41.694192),60628-20210227
60628,02/28/2021,187,8810,128,6305,0.098,59,2505,0.039,64254,POINT (-87.621537 41.694192),60628-20210228
60628,03/01/2021,331,9141,187,6492,0.101,144,2649,0.041,64254,POINT (-87.621537 41.694192),60628-20210301
60628,03/02/2021,335,9476,135,6627,0.103,200,2849,0.044,64254,POINT (-87.621537 41.694192),60628-20210302
60628,03/03/2021,373,9849,189,6816,0.106,184,3033,0.047,64254,POINT (-87.621537 41.694192),60628-20210303
60628,03/04/2021,400,10249,223,7039,0.11,179,3212,0.05,64254,POINT (-87.621537 41.694192),60628-20210304
60628,03/05/2021,403,10652,256,7295,0.114,147,3359,0.052,64254,POINT (-87.621537 41.694192),60628-20210305
60628,03/06/2021,291,10943,141,7436,0.116,151,3510,0.055,64254,POINT (-87.621537 41.694192),60628-20210306
60628,03/07/2021,94,11037,70,7506,0.117,69,3579,0.056,64254,POINT (-87.621537 41.694192),60628-20210307
60628,03/08/2021,290,11327,187,7693,0.12,119,3698,0.058,64254,POINT (-87.621537 41.694192),60628-20210308
60628,03/09/2021,368,11695,275,7968,0.124,97,3795,0.059,64254,POINT (-87.621537 41.694192),60628-20210309
60628,03/10/2021,443,12138,347,8315,0.129,111,3906,0.061,64254,POINT (-87.621537 41.694192),60628-20210310
60628,03/11/2021,472,12610,308,8623,0.134,179,4085,0.064,64254,POINT (-87.621537 41.694192),60628-20210311
60628,03/12/2021,499,13109,333,8956,0.139,173,4258,0.066,64254,POINT (-87.621537 41.694192),60628-20210312
60628,03/13/2021,329,13438,184,9140,0.142,162,4420,0.069,64254,POINT (-87.621537 41.694192),60628-20210313
60628,03/14/2021,121,13559,81,9221,0.144,46,4466,0.07,64254,POINT (-87.621537 41.694192),60628-20210314
60628,03/15/2021,342,13901,231,9452,0.147,119,4585,0.071,64254,POINT (-87.621537 41.694192),60628-20210315
60628,03/16/2021,796,14697,671,10123,0.158,139,4724,0.074,64254,POINT (-87.621537 41.694192),60628-20210316
60628,03/17/2021,383,15080,251,10374,0.161,137,4861,0.076,64254,POINT (-87.621537 41.694192),60628-20210317
60628,03/18/2021,410,15490,265,10639,0.166,148,5009,0.078,64254,POINT (-87.621537 41.694192),60628-20210318
60628,03/19/2021,435,15925,310,10949,0.17,142,5151,0.08,64254,POINT (-87.621537 41.694192),60628-20210319
60628,03/20/2021,248,16173,183,11132,0.173,92,5243,0.082,64254,POINT (-87.621537 41.694192),60628-20210320
60628,03/21/2021,211,16384,102,11234,0.175,115,5358,0.083,64254,POINT (-87.621537 41.694192),60628-20210321
60628,03/22/2021,371,16755,218,11452,0.178,158,5516,0.086,64254,POINT (-87.621537 41.694192),60628-20210322
60628,03/23/2021,336,17091,235,11687,0.182,110,5626,0.088,64254,POINT (-87.621537 41.694192),60628-20210323
60629,01/16/2021,131,1580,121,1313,0.012,10,267,0.002,110029,POINT (-87.711565 41.777061),60629-20210116
60629,01/17/2021,9,1589,6,1319,0.012,3,270,0.002,110029,POINT (-87.711565 41.777061),60629-20210117
60629,01/18/2021,49,1638,30,1349,0.012,19,289,0.003,110029,POINT (-87.711565 41.777061),60629-20210118
60629,01/19/2021,116,1754,66,1415,0.013,50,339,0.003,110029,POINT (-87.711565 41.777061),60629-20210119
60629,01/20/2021,154,1908,101,1516,0.014,53,392,0.004,110029,POINT (-87.711565 41.777061),60629-20210120
60628,03/24/2021,451,17542,299,11986,0.187,176,5802,0.09,64254,POINT (-87.621537 41.694192),60628-20210324
60628,03/25/2021,448,17990,267,12253,0.191,201,6003,0.093,64254,POINT (-87.621537 41.694192),60628-20210325
60628,03/26/2021,600,18590,395,12648,0.197,228,6231,0.097,64254,POINT (-87.621537 41.694192),60628-20210326
60628,03/27/2021,489,19079,335,12983,0.202,166,6397,0.1,64254,POINT (-87.621537 41.694192),60628-20210327
60628,03/28/2021,117,19196,100,13083,0.204,26,6423,0.1,64254,POINT (-87.621537 41.694192),60628-20210328
60628,03/29/2021,395,19591,268,13351,0.208,161,6584,0.102,64254,POINT (-87.621537 41.694192),60628-20210329
60628,03/30/2021,322,19913,188,13539,0.211,141,6725,0.105,64254,POINT (-87.621537 41.694192),60628-20210330
60628,03/31/2021,505,20418,266,13805,0.215,267,6992,0.109,64254,POINT (-87.621537 41.694192),60628-20210331
60628,04/01/2021,429,20847,231,14036,0.218,219,7211,0.112,64254,POINT (-87.621537 41.694192),60628-20210401
