Zip Code,Date,Total Doses - Daily,Total Doses - Cumulative,1st Dose - Daily,1st Dose - Cumulative,1st Dose - Percent Population,Vaccine Series Completed - Daily,Vaccine Series Completed - Cumulative,Vaccine Series Completed  - Percent Population,Population,ZIP Code Location,Row_ID
60603,12/15/2020,0,0,0,0,0,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201215
60603,12/16/2020,0,0,0,0,0,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201216
60603,12/17/2020,8,8,8,8,0.008,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201217
60603,12/18/2020,6,14,6,14,0.013,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201218
60603,12/19/2020,3,17,3,17,0.016,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201219
60603,12/20/2020,4,21,4,21,0.02,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201220
60603,12/21/2020,5,26,5,26,0.025,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201221
60603,12/22/2020,7,33,7,33,0.031,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201222
60603,12/23/2020,0,33,0,33,0.031,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201223
60603,12/24/2020,1,34,1,34,0.032,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201224
60603,12/25/2020,0,34,0,34,0.032,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201225
60603,12/26/2020,0,34,0,34,0.032,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201226
60603,12/27/2020,0,34,0,34,0.032,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201227
60603,12/28/2020,1,35,1,35,0.033,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201228
60603,12/29/2020,2,37,2,37,0.035,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201229
60603,12/30/2020,3,40,3,40,0.038,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201230
60603,12/31/2020,1,41,1,41,0.039,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201231
60603,01/01/2021,0,41,0,41,0.039,0,0,0,1052,POINT (-87.625473 41.880112),60603-20210101
60603,01/03/2021,0,41,0,41,0.039,0,0,0,1052,POINT (-87.625473 41.880112),60603-20210103
60603,01/04/2021,3,44,3,44,0.042,0,0,0,1052,POINT (-87.625473 41.880112),60603-20210104
60603,01/05/2021,3,47,2,46,0.044,1,1,0.001,1052,POINT (-87.625473 41.880112),60603-20210105
60603,01/06/2021,1,48,1,47,0.045,0,1,0.001,1052,POINT (-87.625473 41.880112),60603-20210106
60603,01/07/2021,14,62,4,51,0.048,10,11,0.01,1052,POINT (-87.625473 41.880112),60603-20210107
60603,01/08/2021,9,71,2,53,0.05,7,18,0.017,1052,POINT (-87.625473 41.880112),60603-20210108
60603,01/09/2021,40,111,36,89,0.085,4,22,0.021,1052,POINT (-87.625473 41.880112),60603-20210109
60603,01/10/2021,4,115,2,91,0.087,2,24,0.023,1052,POINT (-87.625473 41.880112),60603-20210110
60603,01/11/2021,1,116,0,91,0.087,1,25,0.024,1052,POINT (-87.625473 41.880112),60603-20210111
60603,01/12/2021,7,123,1,92,0.087,6,31,0.029,1052,POINT (-87.625473 41.880112),60603-20210112
60603,01/13/2021,2,125,2,94,0.089,0,31,0.029,1052,POINT (-87.625473 41.880112),60603-20210113
60603,01/14/2021,5,130,4,98,0.093,1,32,0.03,1052,POINT (-87.625473 41.880112),60603-20210114
60603,01/15/2021,10,140,10,108,0.103,0,32,0.03,1052,POINT (-87.625473 41.880112),60603-20210115
60603,01/16/2021,37,177,36,144,0.137,1,33,0.031,1052,POINT (-87.625473 41.880112),60603-20210116
60603,01/17/2021,2,179,2,146,0.139,0,33,0.031,1052,POINT (-87.625473 41.880112),60603-20210117
60603,01/18/2021,3,182,3,149,0.142,0,33,0.031,1052,POINT (-87.625473 41.880112),60603-20210118
60603,01/19/2021,0,182,0,149,0.142,0,33,0.031,1052,POINT (-87.625473 41.880112),60603-20210119
60603,01/21/2021,13,202,10,166,0.158,3,36,0.034,1052,POINT (-87.625473 41.880112),60603-20210121
60603,01/22/2021,21,223,21,187,0.178,0,36,0.034,1052,POINT (-87.625473 41.880112),60603-20210122
60603,01/23/2021,9,232,9,196,0.186,0,36,0.034,1052,POINT (-87.625473 41.880112),60603-20210123
60603,01/24/2021,2,234,1,197,0.187,1,37,0.035,1052,POINT (-87.625473 41.880112),60603-20210124
60603,01/25/2021,3,237,2,199,0.189,1,38,0.036,1052,POINT (-87.625473 41.880112),60603-20210125
60603,01/26/2021,6,243,4,203,0.193,2,40,0.038,1052,POINT (-87.625473 41.880112),60603-20210126
60603,01/27/2021,70,313,70,273,0.26,0,40,0.038,1052,POINT (-87.625473 41.880112),60603-20210127
60602,05/11/2021,9,1841,0,1055,0.921,9,839,0.733,1145,POINT (-87.628309 41.883136),60602-20210511
60603,05/13/2021,5,2044,0,1184,1.13,5,907,0.862,1052,POINT (-87.625473 41.880112),60603-20210513
60603,03/02/2021,9,753,4,465,0.442,5,288,0.274,1052,POINT (-87.625473 41.880112),60603-20210302
60603,03/03/2021,7,760,3,468,0.445,4,292,0.278,1052,POINT (-87.625473 41.880112),60603-20210303
60603,03/04/2021,10,770,7,475,0.452,4,296,0.281,1052,POINT (-87.625473 41.880112),60603-20210304
60603,03/05/2021,11,781,10,485,0.461,1,297,0.282,1052,POINT (-87.625473 41.880112),60603-20210305
60603,03/06/2021,11,792,5,490,0.466,6,303,0.288,1052,POINT (-87.625473 41.880112),60603-20210306
60603,03/07/2021,1,793,0,490,0.466,1,304,0.289,1052,POINT (-87.625473 41.880112),60603-20210307
60603,03/08/2021,9,802,3,493,0.469,7,311,0.296,1052,POINT (-87.625473 41.880112),60603-20210308
60603,03/09/2021,16,818,8,501,0.476,8,319,0.303,1052,POINT (-87.625473 41.880112),60603-20210309
60603,03/10/2021,23,841,10,511,0.486,13,332,0.316,1052,POINT (-87.625473 41.880112),60603-20210310
60603,03/11/2021,23,864,12,523,0.497,12,344,0.327,1052,POINT (-87.625473 41.880112),60603-20210311
60603,03/12/2021,8,872,6,529,0.503,3,347,0.33,1052,POINT (-87.625473 41.880112),60603-20210312
60603,03/13/2021,4,876,3,532,0.506,2,349,0.332,1052,POINT (-87.625473 41.880112),60603-20210313
60603,03/14/2021,7,883,4,536,0.51,4,353,0.336,1052,POINT (-87.625473 41.880112),60603-20210314
60603,03/15/2021,14,897,11,547,0.52,5,358,0.34,1052,POINT (-87.625473 41.880112),60603-20210315
60603,03/16/2021,20,917,13,560,0.532,7,365,0.347,1052,POINT (-87.625473 41.880112),60603-20210316
60603,03/17/2021,11,928,4,564,0.536,7,372,0.354,1052,POINT (-87.625473 41.880112),60603-20210317
60603,03/18/2021,16,944,12,576,0.548,4,376,0.357,1052,POINT (-87.625473 41.880112),60603-20210318
60603,03/19/2021,14,958,11,587,0.558,5,381,0.362,1052,POINT (-87.625473 41.880112),60603-20210319
60603,03/20/2021,5,963,3,590,0.561,2,383,0.364,1052,POINT (-87.625473 41.880112),60603-20210320
60603,03/21/2021,5,968,5,595,0.566,0,383,0.364,1052,POINT (-87.625473 41.880112),60603-20210321
60603,03/22/2021,11,979,11,606,0.576,0,383,0.364,1052,POINT (-87.625473 41.880112),60603-20210322
60603,03/23/2021,20,999,16,622,0.591,4,387,0.368,1052,POINT (-87.625473 41.880112),60603-20210323
60603,03/24/2021,16,1015,13,635,0.604,3,390,0.371,1052,POINT (-87.625473 41.880112),60603-20210324
60603,03/25/2021,16,1031,14,649,0.617,2,392,0.373,1052,POINT (-87.625473 41.880112),60603-20210325
60603,03/26/2021,14,1045,8,657,0.625,6,398,0.378,1052,POINT (-87.625473 41.880112),60603-20210326
60603,03/27/2021,17,1062,15,672,0.639,4,402,0.382,1052,POINT (-87.625473 41.880112),60603-20210327
60603,03/28/2021,5,1067,4,676,0.643,1,403,0.383,1052,POINT (-87.625473 41.880112),60603-20210328
60603,03/29/2021,17,1084,13,689,0.655,5,408,0.388,1052,POINT (-87.625473 41.880112),60603-20210329
60603,03/30/2021,24,1108,19,708,0.673,6,414,0.394,1052,POINT (-87.625473 41.880112),60603-20210330
60603,03/31/2021,20,1128,14,722,0.686,6,420,0.399,1052,POINT (-87.625473 41.880112),60603-20210331
60603,04/01/2021,20,1148,15,737,0.701,5,425,0.404,1052,POINT (-87.625473 41.880112),60603-20210401
60603,04/02/2021,35,1183,25,762,0.724,10,435,0.413,1052,POINT (-87.625473 41.880112),60603-20210402
60603,04/03/2021,42,1225,37,799,0.76,7,442,0.42,1052,POINT (-87.625473 41.880112),60603-20210403
60603,04/04/2021,1,1226,1,800,0.76,0,442,0.42,1052,POINT (-87.625473 41.880112),60603-20210404
60603,04/05/2021,61,1287,55,855,0.813,8,450,0.428,1052,POINT (-87.625473 41.880112),60603-20210405
60603,04/06/2021,90,1377,81,936,0.89,11,461,0.438,1052,POINT (-87.625473 41.880112),60603-20210406
60603,04/07/2021,24,1401,20,956,0.909,7,468,0.445,1052,POINT (-87.625473 41.880112),60603-20210407
60603,04/08/2021,34,1435,22,978,0.93,15,483,0.459,1052,POINT (-87.625473 41.880112),60603-20210408
60603,04/09/2021,30,1465,21,999,0.95,13,496,0.471,1052,POINT (-87.625473 41.880112),60603-20210409
60603,04/10/2021,10,1475,5,1004,0.954,6,502,0.477,1052,POINT (-87.625473 41.880112),60603-20210410
60603,04/11/2021,5,1480,4,1008,0.958,2,504,0.479,1052,POINT (-87.625473 41.880112),60603-20210411
60603,04/12/2021,13,1493,6,1014,0.964,8,512,0.487,1052,POINT (-87.625473 41.880112),60603-20210412
60603,04/13/2021,43,1536,20,1034,0.983,23,535,0.509,1052,POINT (-87.625473 41.880112),60603-20210413
60603,04/14/2021,15,1551,9,1043,0.991,6,541,0.514,1052,POINT (-87.625473 41.880112),60603-20210414
60603,04/15/2021,23,1574,10,1053,1,13,554,0.527,1052,POINT (-87.625473 41.880112),60603-20210415
60603,04/16/2021,23,1597,13,1066,1.01,10,564,0.536,1052,POINT (-87.625473 41.880112),60603-20210416
60603,05/09/2021,0,2026,0,1181,1.12,0,891,0.847,1052,POINT (-87.625473 41.880112),60603-20210509
60604,12/15/2020,0,0,0,0,0,0,0,0,823,POINT (-87.629029 41.878153),60604-20201215
60604,12/16/2020,0,0,0,0,0,0,0,0,823,POINT (-87.629029 41.878153),60604-20201216
60604,12/17/2020,0,0,0,0,0,0,0,0,823,POINT (-87.629029 41.878153),60604-20201217
60604,12/18/2020,5,5,5,5,0.006,0,0,0,823,POINT (-87.629029 41.878153),60604-20201218
60604,12/19/2020,0,5,0,5,0.006,0,0,0,823,POINT (-87.629029 41.878153),60604-20201219
60604,12/20/2020,0,5,0,5,0.006,0,0,0,823,POINT (-87.629029 41.878153),60604-20201220
60604,12/21/2020,0,5,0,5,0.006,0,0,0,823,POINT (-87.629029 41.878153),60604-20201221
60604,12/22/2020,0,5,0,5,0.006,0,0,0,823,POINT (-87.629029 41.878153),60604-20201222
60604,12/23/2020,1,6,1,6,0.007,0,0,0,823,POINT (-87.629029 41.878153),60604-20201223
60604,12/24/2020,1,7,1,7,0.009,0,0,0,823,POINT (-87.629029 41.878153),60604-20201224
60604,12/25/2020,0,7,0,7,0.009,0,0,0,823,POINT (-87.629029 41.878153),60604-20201225
60604,12/27/2020,0,7,0,7,0.009,0,0,0,823,POINT (-87.629029 41.878153),60604-20201227
60604,12/28/2020,1,8,1,8,0.01,0,0,0,823,POINT (-87.629029 41.878153),60604-20201228
60604,12/29/2020,1,9,1,9,0.011,0,0,0,823,POINT (-87.629029 41.878153),60604-20201229
60604,12/30/2020,1,10,1,10,0.012,0,0,0,823,POINT (-87.629029 41.878153),60604-20201230
60604,12/31/2020,1,11,1,11,0.013,0,0,0,823,POINT (-87.629029 41.878153),60604-20201231
60604,01/01/2021,0,11,0,11,0.013,0,0,0,823,POINT (-87.629029 41.878153),60604-20210101
60604,01/02/2021,0,11,0,11,0.013,0,0,0,823,POINT (-87.629029 41.878153),60604-20210102
60604,01/04/2021,1,12,1,12,0.015,0,0,0,823,POINT (-87.629029 41.878153),60604-20210104
60604,01/05/2021,2,14,2,14,0.017,0,0,0,823,POINT (-87.629029 41.878153),60604-20210105
60604,01/06/2021,1,15,1,15,0.018,0,0,0,823,POINT (-87.629029 41.878153),60604-20210106
60604,01/07/2021,3,18,1,16,0.019,2,2,0.002,823,POINT (-87.629029 41.878153),60604-20210107
60604,01/08/2021,4,22,2,18,0.022,2,4,0.005,823,POINT (-87.629029 41.878153),60604-20210108
60604,01/09/2021,2,24,1,19,0.023,1,5,0.006,823,POINT (-87.629029 41.878153),60604-20210109
60604,01/10/2021,0,24,0,19,0.023,0,5,0.006,823,POINT (-87.629029 41.878153),60604-20210110
60604,01/11/2021,2,26,2,21,0.026,0,5,0.006,823,POINT (-87.629029 41.878153),60604-20210111
60604,01/12/2021,0,26,0,21,0.026,0,5,0.006,823,POINT (-87.629029 41.878153),60604-20210112
60604,01/13/2021,10,36,9,30,0.036,1,6,0.007,823,POINT (-87.629029 41.878153),60604-20210113
60604,01/14/2021,3,39,2,32,0.039,1,7,0.009,823,POINT (-87.629029 41.878153),60604-20210114
60604,01/15/2021,3,42,3,35,0.043,0,7,0.009,823,POINT (-87.629029 41.878153),60604-20210115
60604,01/16/2021,2,44,2,37,0.045,0,7,0.009,823,POINT (-87.629029 41.878153),60604-20210116
60604,01/17/2021,4,48,4,41,0.05,0,7,0.009,823,POINT (-87.629029 41.878153),60604-20210117
60604,01/18/2021,0,48,0,41,0.05,0,7,0.009,823,POINT (-87.629029 41.878153),60604-20210118
60604,01/19/2021,7,55,5,46,0.056,2,9,0.011,823,POINT (-87.629029 41.878153),60604-20210119
60604,01/21/2021,9,67,7,56,0.068,2,11,0.013,823,POINT (-87.629029 41.878153),60604-20210121
60604,01/22/2021,9,76,9,65,0.079,0,11,0.013,823,POINT (-87.629029 41.878153),60604-20210122
60604,01/23/2021,6,82,6,71,0.086,0,11,0.013,823,POINT (-87.629029 41.878153),60604-20210123
60604,01/24/2021,2,84,2,73,0.089,0,11,0.013,823,POINT (-87.629029 41.878153),60604-20210124
60604,01/25/2021,23,107,23,96,0.117,0,11,0.013,823,POINT (-87.629029 41.878153),60604-20210125
60603,04/17/2021,18,1615,9,1075,1.02,9,573,0.545,1052,POINT (-87.625473 41.880112),60603-20210417
60603,04/18/2021,9,1624,2,1077,1.02,7,580,0.551,1052,POINT (-87.625473 41.880112),60603-20210418
60603,04/19/2021,15,1639,2,1079,1.03,13,593,0.564,1052,POINT (-87.625473 41.880112),60603-20210419
60603,04/20/2021,22,1661,3,1082,1.03,19,612,0.582,1052,POINT (-87.625473 41.880112),60603-20210420
60603,04/21/2021,29,1690,13,1095,1.04,16,628,0.597,1052,POINT (-87.625473 41.880112),60603-20210421
60603,04/22/2021,20,1710,9,1104,1.05,11,639,0.607,1052,POINT (-87.625473 41.880112),60603-20210422
60603,04/23/2021,17,1727,2,1106,1.05,15,654,0.622,1052,POINT (-87.625473 41.880112),60603-20210423
60603,04/24/2021,30,1757,4,1110,1.06,26,680,0.646,1052,POINT (-87.625473 41.880112),60603-20210424
60603,04/25/2021,17,1774,5,1115,1.06,12,692,0.658,1052,POINT (-87.625473 41.880112),60603-20210425
60603,04/26/2021,36,1810,3,1118,1.06,33,725,0.689,1052,POINT (-87.625473 41.880112),60603-20210426
60603,04/27/2021,49,1859,9,1127,1.07,40,765,0.727,1052,POINT (-87.625473 41.880112),60603-20210427
60603,04/28/2021,25,1884,6,1133,1.08,21,786,0.747,1052,POINT (-87.625473 41.880112),60603-20210428
60603,04/29/2021,30,1914,4,1137,1.08,26,812,0.772,1052,POINT (-87.625473 41.880112),60603-20210429
60603,04/30/2021,24,1938,7,1144,1.09,17,829,0.788,1052,POINT (-87.625473 41.880112),60603-20210430
60603,05/01/2021,12,1950,8,1152,1.1,6,835,0.794,1052,POINT (-87.625473 41.880112),60603-20210501
60603,05/02/2021,4,1954,2,1154,1.1,2,837,0.796,1052,POINT (-87.625473 41.880112),60603-20210502
60603,05/03/2021,8,1962,3,1157,1.1,5,842,0.8,1052,POINT (-87.625473 41.880112),60603-20210503
60603,05/04/2021,18,1980,3,1160,1.1,16,858,0.816,1052,POINT (-87.625473 41.880112),60603-20210504
60603,05/05/2021,17,1997,6,1166,1.11,14,872,0.829,1052,POINT (-87.625473 41.880112),60603-20210505
60603,05/06/2021,14,2011,7,1173,1.12,9,881,0.837,1052,POINT (-87.625473 41.880112),60603-20210506
60603,05/07/2021,10,2021,6,1179,1.12,7,888,0.844,1052,POINT (-87.625473 41.880112),60603-20210507
60603,05/08/2021,5,2026,2,1181,1.12,3,891,0.847,1052,POINT (-87.625473 41.880112),60603-20210508
60603,05/10/2021,3,2029,1,1182,1.12,2,893,0.849,1052,POINT (-87.625473 41.880112),60603-20210510
60603,05/11/2021,4,2033,0,1182,1.12,4,897,0.853,1052,POINT (-87.625473 41.880112),60603-20210511
60604,04/26/2021,15,1100,8,696,0.846,7,423,0.514,823,POINT (-87.629029 41.878153),60604-20210426
60604,04/27/2021,25,1125,11,707,0.859,15,438,0.532,823,POINT (-87.629029 41.878153),60604-20210427
60604,04/28/2021,8,1133,4,711,0.864,5,443,0.538,823,POINT (-87.629029 41.878153),60604-20210428
60604,04/29/2021,14,1147,9,720,0.875,5,448,0.544,823,POINT (-87.629029 41.878153),60604-20210429
60604,04/30/2021,8,1155,3,723,0.878,5,453,0.55,823,POINT (-87.629029 41.878153),60604-20210430
60604,05/01/2021,6,1161,3,726,0.882,3,456,0.554,823,POINT (-87.629029 41.878153),60604-20210501
60604,05/02/2021,3,1164,2,728,0.885,2,458,0.557,823,POINT (-87.629029 41.878153),60604-20210502
60604,05/03/2021,5,1169,1,729,0.886,4,462,0.561,823,POINT (-87.629029 41.878153),60604-20210503
60604,05/04/2021,12,1181,4,733,0.891,8,470,0.571,823,POINT (-87.629029 41.878153),60604-20210504
60604,05/05/2021,11,1192,1,734,0.892,10,480,0.583,823,POINT (-87.629029 41.878153),60604-20210505
60604,05/06/2021,13,1205,6,740,0.899,7,487,0.592,823,POINT (-87.629029 41.878153),60604-20210506
60604,05/07/2021,14,1219,5,745,0.905,11,498,0.605,823,POINT (-87.629029 41.878153),60604-20210507
60604,05/08/2021,9,1228,2,747,0.908,7,505,0.614,823,POINT (-87.629029 41.878153),60604-20210508
60604,05/09/2021,3,1231,0,747,0.908,3,508,0.617,823,POINT (-87.629029 41.878153),60604-20210509
60604,05/10/2021,4,1235,1,748,0.909,3,511,0.621,823,POINT (-87.629029 41.878153),60604-20210510
60604,05/11/2021,11,1246,3,751,0.913,8,519,0.631,823,POINT (-87.629029 41.878153),60604-20210511
60615,12/15/2020,3,3,3,3,0,0,0,0,40590,POINT (-87.602725 41.801993),60615-20201215
60615,12/16/2020,3,6,3,6,0,0,0,0,40590,POINT (-87.602725 41.801993),60615-20201216
60615,12/17/2020,30,36,30,36,0.001,0,0,0,40590,POINT (-87.602725 41.801993),60615-20201217
60615,12/18/2020,101,137,101,137,0.003,0,0,0,40590,POINT (-87.602725 41.801993),60615-20201218
Unknown,05/16/2021,22,5683,11,3258,0,12,2727,0,0,,Unknown-20210516
60615,12/19/2020,54,191,54,191,0.005,0,0,0,40590,POINT (-87.602725 41.801993),60615-20201219
60615,12/20/2020,49,240,49,240,0.006,0,0,0,40590,POINT (-87.602725 41.801993),60615-20201220
60615,12/21/2020,43,283,43,283,0.007,0,0,0,40590,POINT (-87.602725 41.801993),60615-20201221
60615,12/22/2020,126,409,126,409,0.01,0,0,0,40590,POINT (-87.602725 41.801993),60615-20201222
60615,12/23/2020,163,572,163,572,0.014,0,0,0,40590,POINT (-87.602725 41.801993),60615-20201223
60615,12/24/2020,56,628,56,628,0.015,0,0,0,40590,POINT (-87.602725 41.801993),60615-20201224
60615,12/25/2020,0,628,0,628,0.015,0,0,0,40590,POINT (-87.602725 41.801993),60615-20201225
60615,12/26/2020,7,635,7,635,0.016,0,0,0,40590,POINT (-87.602725 41.801993),60615-20201226
60615,12/27/2020,0,635,0,635,0.016,0,0,0,40590,POINT (-87.602725 41.801993),60615-20201227
60615,12/28/2020,27,662,27,662,0.016,0,0,0,40590,POINT (-87.602725 41.801993),60615-20201228
60615,12/29/2020,118,780,118,780,0.019,0,0,0,40590,POINT (-87.602725 41.801993),60615-20201229
60606,04/11/2021,33,2853,24,2003,0.609,19,961,0.292,3287,POINT (-87.63676 41.882634),60606-20210411
60606,04/12/2021,62,2915,36,2039,0.62,32,993,0.302,3287,POINT (-87.63676 41.882634),60606-20210412
60606,04/27/2021,82,3856,19,2426,0.738,63,1547,0.471,3287,POINT (-87.63676 41.882634),60606-20210427
60606,05/01/2021,18,4053,7,2473,0.752,12,1701,0.517,3287,POINT (-87.63676 41.882634),60606-20210501
60606,05/04/2021,51,4167,10,2500,0.761,42,1795,0.546,3287,POINT (-87.63676 41.882634),60606-20210504
60606,05/06/2021,40,4259,6,2520,0.767,34,1869,0.569,3287,POINT (-87.63676 41.882634),60606-20210506
60606,05/08/2021,35,4340,12,2550,0.776,28,1936,0.589,3287,POINT (-87.63676 41.882634),60606-20210508
60606,05/11/2021,46,4422,8,2568,0.781,39,2004,0.61,3287,POINT (-87.63676 41.882634),60606-20210511
60608,02/21/2021,62,12583,22,9317,0.116,40,3266,0.041,80059,POINT (-87.670366 41.849879),60608-20210221
60608,02/28/2021,93,15912,52,11017,0.138,41,4897,0.061,80059,POINT (-87.670366 41.849879),60608-20210228
60608,03/02/2021,499,16880,226,11452,0.143,273,5430,0.068,80059,POINT (-87.670366 41.849879),60608-20210302
60608,03/07/2021,95,19081,59,12701,0.159,47,6402,0.08,80059,POINT (-87.670366 41.849879),60608-20210307
60608,03/11/2021,1014,22086,758,14727,0.184,260,7426,0.093,80059,POINT (-87.670366 41.849879),60608-20210311
60608,03/12/2021,1235,23321,929,15656,0.196,321,7747,0.097,80059,POINT (-87.670366 41.849879),60608-20210312
60608,03/15/2021,1730,27097,1537,19038,0.238,198,8156,0.102,80059,POINT (-87.670366 41.849879),60608-20210315
60608,03/17/2021,1775,30693,1579,22278,0.278,215,8557,0.107,80059,POINT (-87.670366 41.849879),60608-20210317
60608,03/21/2021,620,34336,579,25305,0.316,42,9220,0.115,80059,POINT (-87.670366 41.849879),60608-20210321
60608,03/23/2021,760,35976,604,26587,0.332,172,9618,0.12,80059,POINT (-87.670366 41.849879),60608-20210323
60608,03/27/2021,932,40081,663,29616,0.37,308,10776,0.135,80059,POINT (-87.670366 41.849879),60608-20210327
60608,04/01/2021,767,43901,284,32016,0.4,495,12259,0.153,80059,POINT (-87.670366 41.849879),60608-20210401
60608,04/03/2021,1085,46054,395,32861,0.41,715,13603,0.17,80059,POINT (-87.670366 41.849879),60608-20210403
60608,04/05/2021,1821,48893,651,33889,0.423,1188,15440,0.193,80059,POINT (-87.670366 41.849879),60608-20210405
60608,04/10/2021,1233,56755,531,36860,0.46,754,20617,0.258,80059,POINT (-87.670366 41.849879),60608-20210410
60608,04/12/2021,1314,58948,584,37873,0.473,826,21952,0.274,80059,POINT (-87.670366 41.849879),60608-20210412
60608,04/14/2021,870,60805,360,38651,0.483,511,23033,0.288,80059,POINT (-87.670366 41.849879),60608-20210414
60608,04/15/2021,1110,61915,347,38998,0.487,763,23796,0.297,80059,POINT (-87.670366 41.849879),60608-20210415
60608,04/21/2021,619,66633,357,40765,0.509,262,26747,0.334,80059,POINT (-87.670366 41.849879),60608-20210421
60608,04/25/2021,322,68576,157,41694,0.521,165,27761,0.347,80059,POINT (-87.670366 41.849879),60608-20210425
60608,04/26/2021,603,69179,229,41923,0.524,378,28139,0.351,80059,POINT (-87.670366 41.849879),60608-20210426
60608,04/27/2021,582,69761,226,42149,0.526,359,28498,0.356,80059,POINT (-87.670366 41.849879),60608-20210427
60608,04/28/2021,568,70329,211,42360,0.529,364,28862,0.361,80059,POINT (-87.670366 41.849879),60608-20210428
60608,04/30/2021,568,71410,265,42822,0.535,309,29495,0.368,80059,POINT (-87.670366 41.849879),60608-20210430
60608,05/11/2021,432,75005,133,44210,0.552,312,31820,0.397,80059,POINT (-87.670366 41.849879),60608-20210511
60608,05/12/2021,352,75357,111,44321,0.554,245,32065,0.401,80059,POINT (-87.670366 41.849879),60608-20210512
60608,05/13/2021,337,75694,121,44442,0.555,220,32285,0.403,80059,POINT (-87.670366 41.849879),60608-20210513
60609,02/17/2021,220,6046,126,4749,0.078,94,1297,0.021,60939,POINT (-87.653382 41.812017),60609-20210217
60609,02/18/2021,243,6289,133,4882,0.08,110,1407,0.023,60939,POINT (-87.653382 41.812017),60609-20210218
60609,02/19/2021,243,6532,127,5009,0.082,116,1523,0.025,60939,POINT (-87.653382 41.812017),60609-20210219
60609,02/20/2021,148,6680,88,5097,0.084,60,1583,0.026,60939,POINT (-87.653382 41.812017),60609-20210220
60609,02/21/2021,32,6712,15,5112,0.084,17,1600,0.026,60939,POINT (-87.653382 41.812017),60609-20210221
60609,02/22/2021,197,6909,105,5217,0.086,92,1692,0.028,60939,POINT (-87.653382 41.812017),60609-20210222
60609,02/24/2021,248,7453,136,5547,0.091,112,1906,0.031,60939,POINT (-87.653382 41.812017),60609-20210224
60609,02/25/2021,321,7774,151,5698,0.094,170,2076,0.034,60939,POINT (-87.653382 41.812017),60609-20210225
60609,02/26/2021,415,8189,196,5894,0.097,219,2295,0.038,60939,POINT (-87.653382 41.812017),60609-20210226
60609,03/02/2021,273,9088,143,6455,0.106,130,2633,0.043,60939,POINT (-87.653382 41.812017),60609-20210302
60609,03/03/2021,375,9463,163,6618,0.109,212,2845,0.047,60939,POINT (-87.653382 41.812017),60609-20210303
60609,03/04/2021,349,9812,191,6809,0.112,158,3003,0.049,60939,POINT (-87.653382 41.812017),60609-20210304
60609,03/07/2021,51,10514,34,7235,0.119,22,3288,0.054,60939,POINT (-87.653382 41.812017),60609-20210307
60609,03/09/2021,341,11152,208,7592,0.125,142,3595,0.059,60939,POINT (-87.653382 41.812017),60609-20210309
60609,03/13/2021,308,12810,188,8579,0.141,127,4298,0.071,60939,POINT (-87.653382 41.812017),60609-20210313
60609,03/15/2021,381,13319,231,8905,0.146,151,4482,0.074,60939,POINT (-87.653382 41.812017),60609-20210315
60609,03/19/2021,809,15677,705,10847,0.178,137,5050,0.083,60939,POINT (-87.653382 41.812017),60609-20210319
60609,03/20/2021,320,15997,210,11057,0.181,131,5181,0.085,60939,POINT (-87.653382 41.812017),60609-20210320
60609,03/22/2021,849,17020,748,11946,0.196,112,5330,0.087,60939,POINT (-87.653382 41.812017),60609-20210322
60609,05/04/2021,258,41135,89,23953,0.393,175,17972,0.295,60939,POINT (-87.653382 41.812017),60609-20210504
60609,05/06/2021,293,41791,106,24234,0.398,189,18362,0.301,60939,POINT (-87.653382 41.812017),60609-20210506
60609,05/07/2021,350,42141,131,24365,0.4,225,18587,0.305,60939,POINT (-87.653382 41.812017),60609-20210507
60609,05/08/2021,216,42357,93,24458,0.401,131,18718,0.307,60939,POINT (-87.653382 41.812017),60609-20210508
60609,05/10/2021,239,42668,92,24584,0.403,163,18925,0.311,60939,POINT (-87.653382 41.812017),60609-20210510
60609,05/11/2021,310,42978,91,24675,0.405,225,19150,0.314,60939,POINT (-87.653382 41.812017),60609-20210511
60610,04/26/2021,377,36462,98,22522,0.555,279,15000,0.37,40548,POINT (-87.63581 41.90455),60610-20210426
60610,04/27/2021,646,37108,124,22646,0.558,527,15527,0.383,40548,POINT (-87.63581 41.90455),60610-20210427
60610,04/29/2021,462,38046,129,22905,0.565,337,16218,0.4,40548,POINT (-87.63581 41.90455),60610-20210429
60610,05/01/2021,216,38726,58,23095,0.57,161,16719,0.412,40548,POINT (-87.63581 41.90455),60610-20210501
